,Phase,FLDNAME,TBLNAME,CRFNAME,TEXT,TYPE,LENGTH,CODE,UNITS,target,OMOP
337,J-ADNI,FAQTRAVL,FAQ,Functional Assessment Questionnaire,"10. Traveling out of the neighborhood, driving, or arranging to take public transportation.",N,1,"0=Normal (0);1=Never did, but could do now (0);2=Never did, would have difficulty now (1);3=Has difficulty, but does by self (1);4=Requires assistance (2);5=Dependent (3)",,living situation,
338,J-ADNI,FAQTV,FAQ,Functional Assessment Questionnaire,"8. Paying attention to and understanding a TV program, book, or magazine.",N,1,"0=Normal (0);1=Never did, but could do now (0);2=Never did, would have difficulty now (1);3=Has difficulty, but does by self (1);4=Requires assistance (2);5=Dependent (3)",,functional activities questionnaire (faq),
339,J-ADNI,FHQDAD,FHQ,Family History Questionnaire,Dementia,N,1,1=Yes; 0=No,,mother dementia,4326002.0
340,J-ADNI,FHQDADAD,FHQ,Family History Questionnaire,Alzheimer's Disease,N,1,1=Yes; 0=No,,No suitable variable found.,
341,J-ADNI,FHQGNDR,RECFHQ,Family History Questionnaire Subtable,Gender,N,1,1=Male;2=Female,,biological sex,4135376.0
342,J-ADNI,FHQMOM,FHQ,Family History Questionnaire,Dementia,N,1,1=Yes; 0=No,,mother dementia,4326002.0
343,J-ADNI,FHQMOMAD,FHQ,Family History Questionnaire,Alzheimer's Disease,N,1,1=Yes; 0=No,,No suitable variable found.,
344,J-ADNI,FHQPROV,FHQ,Family History Questionnaire,Indicate below who provided the information collected for this questionnaire:,N,1,1=Participant only; 2=Study Partner only; 3=Both Participant and Study Partner,,functional activities questionnaire (faq),
345,J-ADNI,FHQSIB,RECFHQ,Family History Questionnaire Subtable,Dementia,N,1,1=Yes; 0=No,,sibling dementia,
346,J-ADNI,FHQSIB,FHQ,Family History Questionnaire,3. Does the participant have any siblings?,N,1,1=Yes; 0=No,,sibling ad,
347,J-ADNI,FHQSIBAD,RECFHQ,Family History Questionnaire Subtable,Alzheimer's Disease,N,1,1=Yes; 0=No,,No suitable variable found.,
348,J-ADNI,FHQSOURCE,FHQ,Family History Questionnaire,Information Souce,N,1,1=Participant Visit;2=Telephone Call,,No suitable variable found.,
349,J-ADNI,GDAFRAID,GDSCALE,Geriatric Depression Scale,6. Are you afraid that something bad is going to happen to you?,N,1,1=Yes(1); 0=No(0),,No suitable variable found.,
350,J-ADNI,GDALIVE,GDSCALE,Geriatric Depression Scale,11. Do you think its wonderful to be alive now?,N,1,1=Yes(0); 0=No(1),,geriatric depression scale (gds),3051694.0
351,J-ADNI,GDBETTER,GDSCALE,Geriatric Depression Scale,15. Do you think that most people are better off than you are?,N,1,1=Yes(1); 0=No(0),,geriatric depression scale (gds),3051694.0
352,J-ADNI,GDBORED,GDSCALE,Geriatric Depression Scale,4. Do you often get bored?,N,1,1=Yes(1); 0=No(0),,geriatric depression scale (gds),3051694.0
353,J-ADNI,GDDROP,GDSCALE,Geriatric Depression Scale,2. Have you dropped many of your activities and interests?,N,1,1=Yes(1); 0=No(0),,geriatric depression scale (gds),3051694.0
354,J-ADNI,GDEMPTY,GDSCALE,Geriatric Depression Scale,3. Do you feel that your life is empty?,N,1,1=Yes(1); 0=No(0),,geriatric depression scale (gds),3051694.0
355,J-ADNI,GDENERGY,GDSCALE,Geriatric Depression Scale,13. Do you feel full of energy?,N,1,1=Yes(0); 0=No(1),,geriatric depression scale (gds),3051694.0
356,J-ADNI,GDHAPPY,GDSCALE,Geriatric Depression Scale,7. Do you feel happy most of the time?,N,1,1=Yes(0); 0=No(1),,geriatric depression scale (gds),3051694.0
357,J-ADNI,GDHELP,GDSCALE,Geriatric Depression Scale,8. Do you often feel helpless?,N,1,1=Yes(1); 0=No(0),,geriatric depression scale (gds),3051694.0
358,J-ADNI,GDHOME,GDSCALE,Geriatric Depression Scale,"9. Do you prefer to stay at home, rather than going out and doing new things?",N,1,1=Yes(1); 0=No(0),,geriatric depression scale (gds),3051694.0
359,J-ADNI,GDHOPE,GDSCALE,Geriatric Depression Scale,14. Do you feel that your situation is hopeless?,N,1,1=Yes(1); 0=No(0),,geriatric depression scale (gds),3051694.0
360,J-ADNI,GDMEMORY,GDSCALE,Geriatric Depression Scale,10. Do you feel you have more problems with memory than most?,N,1,1=Yes(1); 0=No(0),,geriatric depression scale (gds),3051694.0
361,J-ADNI,GDSATIS,GDSCALE,Geriatric Depression Scale,1. Are you basically satisfied with your life?,N,1,1=Yes(0); 0=No(1),,geriatric depression scale (gds),3051694.0
362,J-ADNI,GDSOURCE,GDSCALE,Geriatric Depression Scale,Information Source,N,1,1=Participant Visit;2=Telephone Call,,geriatric depression scale (gds),3051694.0
363,J-ADNI,GDSPIRIT,GDSCALE,Geriatric Depression Scale,5. Are you in good spirits most of the time?,N,1,1=Yes(0); 0=No(1),,geriatric depression scale (gds),3051694.0
364,J-ADNI,GDTOTAL,GDSCALE,Geriatric Depression Scale,Total Score,N,2,0..15,,geriatric depression scale (gds),3051694.0
365,J-ADNI,GDUNABL,GDSCALE,Geriatric Depression Scale,Check here if:,T,20,1=Participant is unable to complete the GDS based on the clinician's best judgement.,,No suitable variable found.,
366,J-ADNI,GDUNABSP,GDSCALE,Geriatric Depression Scale,"If unable, explain:",T,100,,,No suitable variable found.,
367,J-ADNI,GDWORTH,GDSCALE,Geriatric Depression Scale,12. Do you feel pretty worthless the way you are now?,N,1,1=Yes(1); 0=No(0),,geriatric depression scale (gds),3051694.0
368,J-ADNI,HMEMOTIO,MODHACH,Modified Hachinski,4. Emotional Incontinence,N,1,1=Present - 1 point; 0=Absent,,No suitable variable found.,
369,J-ADNI,HMHYPERT,MODHACH,Modified Hachinski,5. History of Hypertension,N,1,1=Present - 1 point; 0=Absent,,high blood pressure,45883495.0
370,J-ADNI,HMNEURSG,MODHACH,Modified Hachinski,8. Focal Neurologic Signs,N,1,2=Present - 2 points; 0=Absent,,No suitable variable found.,
371,J-ADNI,HMNEURSM,MODHACH,Modified Hachinski,7. Focal Neurologic Symptoms,N,1,2=Present - 2 points; 0=Absent,,No suitable variable found.,
372,J-ADNI,HMONSET,MODHACH,Modified Hachinski,1. Abrupt Onset of Dementia,N,1,2=Present - 2 points; 0=Absent,,No suitable variable found.,
373,J-ADNI,HMSCORE,MODHACH,Modified Hachinski,TOTAL SCORE,N,2,0..12,,geriatric depression scale (gds),3051694.0
374,J-ADNI,HMSOMATC,MODHACH,Modified Hachinski,3. Somatic Complaints,N,1,1=Present - 1 point; 0=Absent,,No suitable variable found.,
375,J-ADNI,HMSTEPWS,MODHACH,Modified Hachinski,2. Stepwise Deterioration of Dementia,N,1,1=Present - 1 point; 0=Absent,,No suitable variable found.,
376,J-ADNI,HMSTROKE,MODHACH,Modified Hachinski,6. History of Stroke,N,1,2=Present - 2 points; 0=Absent,,stroke,36210384.0
377,J-ADNI,ID,TREATDIS,Early Discontinuation and Withdrawal,Record ID,N,38,"crfname','Early Discontinuation and Withdrawal','indexes','adni_treatdis_idx=RID,VISCODE,ENTRY','notnullcols','ID,RID,SITEID,VISCODE,ENTRY,USERID,USERDATE'",,participant id,46234739.0
378,J-ADNI,ID,CDR,Clinical Dementia Rating,Record ID,N,38,"crfname','Clinical Dementia Rating','indexes','adni_cdr_idx=RID,VISCODE,ENTRY','notnullcols','ID,RID,SITEID,VISCODE,ENTRY,USERID,USERDATE'",,participant id,46234739.0
379,J-ADNI,ID,NEUROBAT,Neuropsychological Battery,Record ID,N,38,"crfname','Neuropsychological Battery','indexes','adni_neurobat_idx=RID,VISCODE,ENTRY','notnullcols','ID,RID,SITEID,VISCODE,ENTRY,USERID,USERDATE'",,participant id,46234739.0
380,J-ADNI,ID,VITALS,Vital Signs,Record ID,N,38,"crfname','Vital Signs','indexes','adni_vitals_idx=RID,VISCODE,ENTRY','notnullcols','ID,RID,SITEID,VISCODE,ENTRY,USERID,USERDATE'",,participant id,46234739.0
381,J-ADNI,ID,BLSCHECK,Baseline Symptoms Checklist,Record ID,N,38,"crfname','Baseline Symptoms Checklist','indexes','adni_blscheck_idx=RID,VISCODE,ENTRY','notnullcols','ID,RID,SITEID,VISCODE,ENTRY,USERID,USERDATE'",,participant id,46234739.0
382,J-ADNI,ID,BLCHANGE,Diagnostic Summary - Baseline Changes,Record ID,N,38,"crfname','Diagnostic Summary - Baseline Changes','indexes','adni_blchange_idx=RID,VISCODE,ENTRY','notnullcols','ID,RID,SITEID,VISCODE,ENTRY,USERID,USERDATE'",,participant id,46234739.0
383,J-ADNI,ID,PHYSICAL,Physical Exam,Record ID,N,38,"crfname','Physical Exam','indexes','adni_physical_idx=RID,VISCODE,ENTRY','notnullcols','ID,RID,SITEID,VISCODE,ENTRY,USERID,USERDATE'",,participant id,46234739.0
384,J-ADNI,ID,EXCLUSIO,Exclusion Criteria,Record ID,N,38,"crfname','Exclusion Criteria','indexes','adni_exclusio_idx=RID,VISCODE,ENTRY','notnullcols','ID,RID,SITEID,VISCODE,ENTRY,USERID,USERDATE'",,participant id,46234739.0
385,J-ADNI,ID,NEUROEXM,Neurological Exam,Record ID,N,38,"crfname','Neurological Exam','indexes','adni_neuroexm_idx=RID,VISCODE,ENTRY','notnullcols','ID,RID,SITEID,VISCODE,ENTRY,USERID,USERDATE'",,participant id,46234739.0
386,J-ADNI,ID,MODHACH,Modified Hachinski,Record ID,N,38,"crfname','Modified Hachinski','indexes','adni_modhach_idx=RID,VISCODE,ENTRY','notnullcols','ID,RID,SITEID,VISCODE,ENTRY,USERID,USERDATE'",,participant id,46234739.0
387,J-ADNI,ID,ADAS,ADAS-Cognitive Behavior,Record ID,N,38,"crfname','ADAS-Cognitive Behavior','indexes','adni_adas_idx=RID,VISCODE,ENTRY','notnullcols','ID,RID,SITEID,VISCODE,ENTRY,USERID,USERDATE'",,participant id,46234739.0
388,J-ADNI,ID,ADASSCORES,ADAS Sub-Scores and Total Scores,Record ID,N,38,"crfname','ADAS Sub-Scores and Total Scores','indexes','adni_adasscores_idx=RID,VISCODE,ENTRY','notnullcols','ID,RID,SITEID,VISCODE,ENTRY,USERID,USERDATE'",,participant id,46234739.0
389,J-ADNI,ID,FAQ,Functional Assessment Questionnaire,Record ID,N,38,"crfname','Functional Assessment Questionnaire','indexes','adni_faq_idx=RID,VISCODE,ENTRY','notnullcols','ID,RID,SITEID,VISCODE,ENTRY,USERID,USERDATE'",,participant id,46234739.0
390,J-ADNI,ID,MMSE,Mini Mental State Exam,Record ID,N,38,"crfname','Mini Mental State Exam','indexes','adni_mmse_idx=RID,VISCODE,ENTRY','notnullcols','ID,RID,SITEID,VISCODE,ENTRY,USERID,USERDATE'",,participant id,46234739.0
391,J-ADNI,ID,ADSXLIST,Diagnosis and Symptoms Checklist,Record ID,N,38,"crfname','Diagnosis and Symptoms Checklist','indexes','adni_adsxlist_idx=RID,VISCODE,ENTRY','notnullcols','ID,RID,SITEID,VISCODE,ENTRY,USERID,USERDATE'",,participant id,46234739.0
392,J-ADNI,ID,PDXCONV,Diagnostic Summary,Record ID,N,38,"crfname','Diagnostic Summary','indexes','adni_pdxconv_idx=RID,VISCODE,ENTRY','notnullcols','ID,RID,SITEID,VISCODE,ENTRY,USERID,USERDATE'",,participant id,46234739.0
393,J-ADNI,ID,PTDEMOG,Participant Demographic Information,Record ID,N,38,"crfname','Participant Demographic Information','indexes','adni_ptdemog_idx=RID,VISCODE,ENTRY','notnullcols','ID,RID,SITEID,VISCODE,ENTRY,USERID,USERDATE'",,participant id,46234739.0
394,J-ADNI,ID,FHQ,Family History Questionnaire,Record ID,N,38,"crfname','Family History Questionnaire','indexes','adni_fhq_idx=RID,VISCODE,ENTRY','notnullcols','ID,RID,SITEID,VISCODE,ENTRY,USERID,USERDATE'",,participant id,46234739.0
395,J-ADNI,ID,MEDHIST,Medical History,Record ID,N,38,"crfname','Medical History','indexes','adni_medhist_idx=RID,VISCODE,ENTRY','notnullcols','ID,RID,SITEID,VISCODE,ENTRY,USERID,USERDATE'",,participant id,46234739.0
396,J-ADNI,ID,REGISTRY,Registry,Record ID,N,38,"crfname','Registry','indexes','adni_registry_idx=RID,VISCODE,ENTRY','notnullcols','ID,RID,SITEID,VISCODE,ENTRY,USERID,USERDATE'",,participant id,46234739.0
397,J-ADNI,ID,GDSCALE,Geriatric Depression Scale,Record ID,N,38,"crfname','Geriatric Depression Scale','indexes','adni_gdscale_idx=RID,VISCODE,ENTRY','notnullcols','ID,RID,SITEID,VISCODE,ENTRY,USERID,USERDATE'",,participant id,46234739.0
398,J-ADNI,ID,ARM,,Record ID,N,38,"crfname','','indexes','adni_arm_idx=PTNO','notnullcols','ID,USERID,USERDATE,RID,SITEID,PTNO,TYPE'",,participant id,46234739.0
399,J-ADNI,ID,RECFHQ,Family History Questionnaire Subtable,Record ID,N,38,"crfname','Family History Questionnaire Subtable','indexes','adni_recfhq_idx=RID,VISCODE,ENTRY,RECNO','notnullcols','ID,RID,SITEID,VISCODE,ENTRY,USERID,USERDATE,RECNO'",,participant id,46234739.0
400,J-ADNI,ID,INCLUSIO,Inclusion Criteria,Record ID,N,38,"crfname','Inclusion Criteria','indexes','adni_inclusio_idx=RID,VISCODE,ENTRY','notnullcols','ID,RID,SITEID,VISCODE,ENTRY,USERID,USERDATE'",,participant id,46234739.0
401,J-ADNI,ID,NPIQ,Neuropsychiatric Inventory Q,Record ID,N,38,"crfname','Neuropsychiatric Inventory Q','indexes','adni_npiq_idx=RID,VISCODE,ENTRY','notnullcols','ID,RID,SITEID,VISCODE,ENTRY,USERID,USERDATE'",,participant id,46234739.0
402,J-ADNI,INCAGE,INCLUSIO,Inclusion Criteria,8. Is the participant between 60 and 81 years of age inclusive?,N,1,1=Yes; 0=No,,age,4265453.0
403,J-ADNI,INCCDR,INCLUSIO,Inclusion Criteria,5. NL - Does the participant have a Clinical Dementia Rating of 0?  Memory Box score must be 0.<br>MCI - Does the participant have a Clinical Dementia Rating of 0.5?  Memory Box score must be at least 0.5.<br>AD - Does participant have a Clinical Dementia rating of 0.5 or 1.0?,N,1,1=Yes; 0=No,,No suitable variable found.,
404,J-ADNI,INCCOG,INCLUSIO,Inclusion Criteria,6. NL - Is the participant cognitively normal based on an absence of significant impairment in cognitive functions or activities of daily living?<br>MCI - Is the participant's general cognition and functional performance sufficiently perserved such that a diagnosis of Alzheimer's disease cannot be made by the site physician at the time of the screening visit? <br>AD - Does the participant meet NINCDS/ADRDA criteria for probable AD?,N,1,1=Yes; 0=No,,No suitable variable found.,
405,J-ADNI,INCEDUC,INCLUSIO,Inclusion Criteria,17. Has the participant completed 6 grades of education (or had a good work history sufficient to exclude mental retardation)?,N,1,1=Yes; 0=No,,education,1015298.0
406,J-ADNI,INCFEM,INCLUSIO,Inclusion Criteria,"14. If female, is the participant not pregnant, lactating, or of childbearing potential (i.e. women must be two years post-menopausal or surgically sterile)?",N,1,1=Yes; 0=No;2=N/A,,No suitable variable found.,
407,J-ADNI,INCGDS,INCLUSIO,Inclusion Criteria,10. Does the participant have a Geriatric Depression Scale score of <6?,N,1,1=Yes; 0=No,,geriatric depression scale (gds),3051694.0
408,J-ADNI,INCHACH,INCLUSIO,Inclusion Criteria,7. Does the participant have a Modified Hachinski score less than or equal to 4?,N,1,1=Yes; 0=No,,No suitable variable found.,
409,J-ADNI,INCHEALTH,INCLUSIO,Inclusion Criteria,13. Is the participant in good general health with no additional diseases expected to interfere with the study?,N,1,1=Yes; 0=No,,No suitable variable found.,
410,J-ADNI,INCHIST,INCLUSIO,Inclusion Criteria,19a. Medical History,N,1,1=Yes;0=No,,No suitable variable found.,
411,J-ADNI,INCIMAG,INCLUSIO,Inclusion Criteria,16. Is the participant willing to undergo MRI 1.5 Tesla neuroimaging (PET and MRI 3 Tesla are optional) and provide DNA for ApoE assessments and banking as well as plasma samples at protocol specified time points?,N,1,1=Yes; 0=No,,No suitable variable found.,
412,J-ADNI,INCINFORM,INCLUSIO,Inclusion Criteria,"11. Does the participant have an informant available who they have frequent contact with (e.g. an average of 10 hours per week or more), and can accompany the participant to all clinic visits and imaging sessions for the duration of the protocol?",N,1,1=Yes; 0=No,,No suitable variable found.,
413,J-ADNI,INCLAB,INCLUSIO,Inclusion Criteria,19d. Laboratory Tests?,N,1,1=Yes; 0=No,,No suitable variable found.,
414,J-ADNI,INCLANG,INCLUSIO,Inclusion Criteria,18. Is the participant fluent in English or Spanish?,N,1,1=Yes; 0=No,,No suitable variable found.,
415,J-ADNI,INCMCOMP,INCLUSIO,Inclusion Criteria,"2. NL - Is participant free of memory complaints, verified by an informant, aside from those normal with age?<br>MCI - Does the subject have memory complaints and memory difficulties that are verified by an informant?<br>AD -  Does the subject have memory complaints that are verified by an informant?",N,1,1=Yes;0=No,,No suitable variable found.,
416,J-ADNI,INCMFXN,INCLUSIO,Inclusion Criteria,3. NL - Normal memory function documented by scoring at specific cutoffs on the Logical Memory II subscale (delayed Paragraph Recall) from the Wechsler Memory Scaled - Revised (the maximum score is 25)<br>MCI/AD - Abnormal memory function documented by scoring below the educationn adjusted cutoff on the Logical Memory II subscale (Delayed  Paragraph Recall) from the Wechsler Memory Scale - Revised (the maximum score is 25),N,1,1=Yes;0=No,,No suitable variable found.,
417,J-ADNI,INCMMSE,INCLUSIO,Inclusion Criteria,4. NL/MCI - Does the participant have Mini-Mental State Exam score between 24 and 30 (inclusive)?  (Exceptions must be made for subjects with less than 8 years of education at the discretion of the project director).<br>AD - Does the participant have an MMSE score between 20 and 26 (inclusive)?,N,1,1=Yes; 0=No,,education,1015298.0
418,J-ADNI,INCNEUR,INCLUSIO,Inclusion Criteria,19c. Neurological Examination?,N,1,1=Yes; 0=No,,No suitable variable found.,
419,J-ADNI,INCPART,INCLUSIO,Inclusion Criteria,15. NL/MCI - Is the participant willing and able to complete all Baseline assessment and participate in a 3-year protocol?<br>AD - Is the participant willing and able to ...2-year protocol?,N,1,1=Yes;0=No,,No suitable variable found.,
420,J-ADNI,INCPHYS,INCLUSIO,Inclusion Criteria,19b. Physical Examination?,N,1,1=Yes; 0=No,,No suitable variable found.,
421,J-ADNI,INCSG15T,INCLUSIO,Inclusion Criteria,Check the following to indicate the participant is suitable for and consents to:,N,1,1=1.5 Tesla MRI,,patient qualification,
422,J-ADNI,INCSG3T,INCLUSIO,Inclusion Criteria,,N,1,1=3 Tesla MRI,,No suitable variable found.,
423,J-ADNI,INCSGDT,INCLUSIO,Inclusion Criteria,"If Yes, date signed",D,10,,,No suitable variable found.,
424,J-ADNI,INCSGLP,INCLUSIO,Inclusion Criteria,,N,1,1=Lumbar Puncture,,No suitable variable found.,
425,J-ADNI,INCSGPET,INCLUSIO,Inclusion Criteria,,N,1,1=PET Scan,,No suitable variable found.,
426,J-ADNI,INCSIGN,INCLUSIO,Inclusion Criteria,1. Have the participant and study partner signed the Informed Consent form?,N,1,1=Yes; 0=No,,No suitable variable found.,
427,J-ADNI,INCSTMED,INCLUSIO,Inclusion Criteria,9. Has the participant been on stable doses of non-excluded medications for at least 4 weeks prior to screening?,N,1,1=Yes; 0=No,,No suitable variable found.,
428,J-ADNI,INCVISUAL,INCLUSIO,Inclusion Criteria,12. Does the participant have adequate visual and auditory acuity to allow neuropsychological testing?,N,1,1=Yes; 0=No,,hearing,46237286.0
429,J-ADNI,LASTNAME,ARM,,ID Assigner's Last Name,T,30,,,No suitable variable found.,
430,J-ADNI,LDELCUE,NEUROBAT,Neuropsychological Battery,Cue used?,N,1,1=Yes;0=No,,No suitable variable found.,
431,J-ADNI,LDELTOTAL,NEUROBAT,Neuropsychological Battery,Logical Memory - Delayed Recall <br />Total Number of Story Units Recalled:,N,2,0..25,,logical memory - delayed recall,
432,J-ADNI,LIMMTOTAL,NEUROBAT,Neuropsychological Battery,Logical Memory - Immediate Recall <br />Total Number of Story Units Recalled:,N,2,0..25,,logical memory - delayed recall,
433,J-ADNI,MAPPDATE,ARM,,Monitor Approval Date,S,,,,No suitable variable found.,
434,J-ADNI,MH10GAST,MEDHIST,Medical History,10. Gastrointestinal,N,1,1=Yes; 0=No,,No suitable variable found.,
435,J-ADNI,MH11HEMA,MEDHIST,Medical History,11. Hematopoietic-Lymphatic,N,1,1=Yes; 0=No,,No suitable variable found.,
436,J-ADNI,MH12RENA,MEDHIST,Medical History,12. Renal-Genitourinary,N,1,1=Yes; 0=No,,No suitable variable found.,
437,J-ADNI,MH13ALLE,MEDHIST,Medical History,13. Allergies or Drug Sensitivities,N,1,1=Yes; 0=No,,No suitable variable found.,
438,J-ADNI,MH14ALCH,MEDHIST,Medical History,14. Alcohol Abuse,N,1,1=Yes; 0=No,,alcohol abuse,433753.0
439,J-ADNI,MH15DRUG,MEDHIST,Medical History,15. Drug Abuse,N,1,1=Yes; 0=No,,drug abuse,436954.0
440,J-ADNI,MH16SMOK,MEDHIST,Medical History,16. Smoking,N,1,1=Yes; 0=No,,smoking,45880274.0
441,J-ADNI,MH17MALI,MEDHIST,Medical History,17. Malignancy,N,1,1=Yes; 0=No,,No suitable variable found.,
442,J-ADNI,MH18SURG,MEDHIST,Medical History,18. Major Surgical Procedures,N,1,1=Yes; 0=No,,No suitable variable found.,
443,J-ADNI,MH19OTHR,MEDHIST,Medical History,"19. Other (if none, select 'No')",N,1,1=Yes; 0=No,,No suitable variable found.,
444,J-ADNI,MH2NEURL,MEDHIST,Medical History,2. Neurologic (other than AD),N,1,1=Yes; 0=No,,No suitable variable found.,
445,J-ADNI,MH3HEAD,MEDHIST,Medical History,"3. Head, Eyes, Ears, Nose and Throat",N,1,1=Yes; 0=No,,head injury,
446,J-ADNI,MH4CARD,MEDHIST,Medical History,4. Cardiovascular,N,1,1=Yes; 0=No,,heart rate,4239408.0
447,J-ADNI,MH5RESP,MEDHIST,Medical History,5. Respiratory,N,1,1=Yes; 0=No,,No suitable variable found.,
448,J-ADNI,MH6HEPAT,MEDHIST,Medical History,6. Hepatic,N,1,1=Yes; 0=No,,No suitable variable found.,
449,J-ADNI,MH7DERM,MEDHIST,Medical History,7. Dermatologic-Connective Tissue,N,1,1=Yes; 0=No,,No suitable variable found.,
450,J-ADNI,MH8MUSCL,MEDHIST,Medical History,8. Musculoskeletal,N,1,1=Yes; 0=No,,No suitable variable found.,
451,J-ADNI,MH9ENDO,MEDHIST,Medical History,9. Endocrine-Metabolic,N,1,1=Yes; 0=No,,No suitable variable found.,
452,J-ADNI,MHCOMMEN,MEDHIST,Medical History,General Comments,T,1000,,,No suitable variable found.,
453,J-ADNI,MHPSYCH,MEDHIST,Medical History,1. Psychiatric,N,1,1=Yes; 0=No,,No suitable variable found.,
454,J-ADNI,MHSOURCE,MEDHIST,Medical History,Information Source,N,1,1=Participant Visit;2=Telephone Call,,No suitable variable found.,
455,J-ADNI,MMAREA,MMSE,Mini Mental State Exam,"9. What county (district, borough, area) are we in?",N,1,1=Correct; 2=Incorrect,,No suitable variable found.,
456,J-ADNI,MMAREACM,MMSE,Mini Mental State Exam,"Verbatim response <!--What county (district, borough, area) are we in?-->",T,25,,,No suitable variable found.,
457,J-ADNI,MMBALL,MMSE,Mini Mental State Exam,11. Ball,N,1,1=Correct; 2=Incorrect,,No suitable variable found.,
458,J-ADNI,MMBALLDL,MMSE,Mini Mental State Exam,19. Ball,N,1,1=Correct; 2=Incorrect,,No suitable variable found.,
459,J-ADNI,MMCITY,MMSE,Mini Mental State Exam,8. What town or city are we in?,N,1,1=Correct; 2=Incorrect,,country of residence,4216765.0
460,J-ADNI,MMCITYCM,MMSE,Mini Mental State Exam,Verbatim response <!--What town or city are we in?-->,T,25,,,No suitable variable found.,
461,J-ADNI,MMD,MMSE,Mini Mental State Exam,14. D,N,1,1=Correct; 2=Incorrect,,No suitable variable found.,
462,J-ADNI,MMDATE,MMSE,Mini Mental State Exam,1. What is today's date?,N,1,1=Correct; 2=Incorrect,,year of birth,4083587.0
463,J-ADNI,MMDATECM,MMSE,Mini Mental State Exam,Verbatim response <!--What is today's date?-->,T,25,,,No suitable variable found.,
464,J-ADNI,MMDAY,MMSE,Mini Mental State Exam,4. What day of the week is today?,N,1,1=Correct; 2=Incorrect,,month of birth,4083587.0
465,J-ADNI,MMDAYCM,MMSE,Mini Mental State Exam,Verbatim response <!--What day of the week is today?-->,T,25,,,No suitable variable found.,
466,J-ADNI,MMDLTR,MMSE,Mini Mental State Exam,Response: Letter 1,T,25,,,No suitable variable found.,
467,J-ADNI,MMDRAW,MMSE,Mini Mental State Exam,"30. Present the participant with the Construction Stimulus page. Say, 'Copy this design.'",N,1,1=Correct; 2=Incorrect,,No suitable variable found.,
468,J-ADNI,MMFLAG,MMSE,Mini Mental State Exam,12. Flag,N,1,1=Correct; 2=Incorrect,,No suitable variable found.,
469,J-ADNI,MMFLAGDL,MMSE,Mini Mental State Exam,20. Flag,N,1,1=Correct; 2=Incorrect,,No suitable variable found.,
470,J-ADNI,MMFLOOR,MMSE,Mini Mental State Exam,7. What floor are we on?,N,1,1=Correct; 2=Incorrect,,No suitable variable found.,
471,J-ADNI,MMFLRCM,MMSE,Mini Mental State Exam,Verbatim response <!--What floor are we on?-->,T,25,,,No suitable variable found.,
472,J-ADNI,MMFOLD,MMSE,Mini Mental State Exam,26. Folds paper in half.,N,1,1=Correct; 2=Incorrect,,No suitable variable found.,
473,J-ADNI,MMHAND,MMSE,Mini Mental State Exam,25. Takes paper in right hand.,N,1,1=Correct; 2=Incorrect,,No suitable variable found.,
474,J-ADNI,MMHOSPCM,MMSE,Mini Mental State Exam,"Verbatim response <!--What is the name of this hospital (clinic, place)?-->",T,25,,,No suitable variable found.,
475,J-ADNI,MMHOSPIT,MMSE,Mini Mental State Exam,"6. What is the name of this hospital (clinic, place)?",N,1,1=Correct; 2=Incorrect,,No suitable variable found.,
476,J-ADNI,MML,MMSE,Mini Mental State Exam,15. L,N,1,1=Correct; 2=Incorrect,,No suitable variable found.,
477,J-ADNI,MMLLTR,MMSE,Mini Mental State Exam,Response: Letter 2,T,25,,,No suitable variable found.,
478,J-ADNI,MMMNTHCM,MMSE,Mini Mental State Exam,Verbatim response <!--What is the month?-->,T,25,,,No suitable variable found.,
479,J-ADNI,MMMONTH,MMSE,Mini Mental State Exam,3. What is the month?,N,1,1=Correct; 2=Incorrect,,month of birth,4083587.0
480,J-ADNI,MMO,MMSE,Mini Mental State Exam,17. O,N,1,1=Correct; 2=Incorrect,,mini-mental state examination (mmse),40491929.0
481,J-ADNI,MMOLTR,MMSE,Mini Mental State Exam,Response: Letter 4,T,25,,,No suitable variable found.,
482,J-ADNI,MMONFLR,MMSE,Mini Mental State Exam,27. Puts paper on floor.,N,1,1=Correct; 2=Incorrect,,No suitable variable found.,
483,J-ADNI,MMPENCIL,MMSE,Mini Mental State Exam,23. Repeat for pencil.,N,1,1=Correct; 2=Incorrect,,No suitable variable found.,
484,J-ADNI,MMR,MMSE,Mini Mental State Exam,16. R,N,1,1=Correct; 2=Incorrect,,No suitable variable found.,
485,J-ADNI,MMREAD,MMSE,Mini Mental State Exam,"28. Present the piece of paper which reads, 'CLOSE YOUR EYES,' and say: 'Read this and do what it says.'",N,1,1=Correct; 2=Incorrect,,No suitable variable found.,
486,J-ADNI,MMREPEAT,MMSE,Mini Mental State Exam,"24. Say, 'Repeat after me: no ifs, ands, or buts.'",N,1,1=Correct; 2=Incorrect,,mini-mental state examination (mmse),40491929.0
487,J-ADNI,MMRLTR,MMSE,Mini Mental State Exam,Response: Letter 3,T,25,,,No suitable variable found.,
488,J-ADNI,MMSCORE,MMSE,Mini Mental State Exam,MMSE TOTAL SCORE,N,2,0..30,,mini-mental state examination (mmse),40491929.0
489,J-ADNI,MMSEASON,MMSE,Mini Mental State Exam,5. What season is it?,N,1,1=Correct; 2=Incorrect,,No suitable variable found.,
490,J-ADNI,MMSESNCM,MMSE,Mini Mental State Exam,Verbatim response <!--What season is it?-->,T,25,,,No suitable variable found.,
