var_1,description_1,var_2,description_2,label
Left Sulcus Precentral-sup-part Volume From Qdec,,lh_S_precentral-sup-part_volume,Left_sulcus_precentral-sup-part_volume_from_Qdec_lh.aparc.a2009s.volume_file,1
Right Temporal Pole Gray Matter Volume,,rh_(lingual)GrayVol,,0
Left Gyrus And Sulcus Paracentral Meancurv From Qdec,,lh_G_and_S_paracentral_meancurv,Left_gyrus_and_sulcus_paracentral_meancurv_from_Qdec_lh.aparc.a2009s.meancurv_file-FreeSurfer(v5.3),1
Right Gyrus Oc-temp Med-Lingual Volume From Qdec,,NACCID,,0
Left Sulcus Temporal Inferior Volume From Qdec,,lh_S_temporal_inf_volume,Left_sulcus_temporal_inferior_volume_from_Qdec_lh.aparc.a2009s.volume_file-FreeSurfer(v5.3),1
Race,A geographic ancestral origin category that is assigned to a population group based mainly on physical characteristics that are thought to be distinct and inherent.,Ethnic_Group_Of_Subject,,1
Right Precuneus Mean Cortical Thickness,,rh_precuneus_thickness,Right_precuneus_thickness_from_Qdec_rh.aparc.thickness.stats_file,1
Drug Abuse,The use of a drug for a reason other than which it was intended or in a manner or in quantities other than directed.,lh_inferiortemporal_volume,,0
Right Gyrus Temp Sup-Plan Tempo Thickness From Qdec,,rh_S_temporal_transverse_thickness,Right_sulcus_temporal_transverse_thickness_from_Qdec_rh.aparc.a2009s.thickness_file,0
Left Sulcus Calcarine Meancurv From Qdec,,lh_superiorparietal_volume,Left_superiorparietal_volume_from_Qdec_lh.aparc.volume.stats_file,0
Left Temporal Pole Gray Matter Volume,,lh_(temporalpole)GrayVol,,1
Biological Sex,The assemblage of physical properties or qualities by which male is distinguished from female; the physical difference between male and female; the distinguishing peculiarity of male or female.,PTGENDER,,1
Left Sulcus Circular Insula Sup Meancurv From Qdec,,rh_superiortemporal_area,Right_superiortemporal_area_from_Qdec_rh.aparc.area_file,0
Intracraneal Volume,,NACCICV,,1
Left Sulcus Occipital Anterior Volume From Qdec,,LINFPARM,,0
Right Sulcus Suborbital Volume From Qdec,,rh_S_suborbital_volume,Right_sulcus_suborbital_volume_from_Qdec_rh.aparc.a2009s.volume_file,1
Right Medialorbitofrontal Area,,rh_medialorbitofrontal_area,,1
Right Sulcus Parieto Occipital Meancurv From Qdec,,lh_Lat_Fis-ant-Vertical_volume,Left_Lat_Fis-ant-Vertical_volume_from_Qdec_lh.aparc.a2009s.volume_file-FreeSurfer(v5.3),0
Left Parstriangularis Meancurv From Qdec,,Right-Accumbens-area,Right-Accumbens-area_from_Qdec_aseg.volume.stats_file-FreeSurfer(v5.3),0
Left Isthmus Cingulate Mean Cortical Thickness,,(G_Ins_lg_and_S_cent_ins)SurfArea,,0
Left Sulcus Circular Insula Inferior Meancurv From Qdec,,lh_S_circular_insula_inf_meancurv,Left_sulcus_circular_insula_inferior_meancurv_from_Qdec_lh.aparc.a2009s.meancurv_file-FreeSurfer(v5.3),1
Left Gyrus Subcallosal Thickness From Qdec,,(G_subcallosal)ThickAvg,,1
Right Medial Orbitofrontal Mean Cortical Thickness,,rh_lingual_volume,Right_lingual_volume_from_Qdec_rh.aparc.volume.stats_file,0
Heart Condition,A hollow organ located slightly to the left of the middle portion of the chest. It is composed of muscle and it is divided by a septum into two sides: the right side which receives de-oxygenated blood from the body and the left side which sends newly oxygenated blood to the body. Each side is composed of two chambers: the atrium (receiving blood) and ventricle (ejecting blood).,lh_G_temp_sup-Plan_tempo_meancurv,Left_gyrus_temp_sup-Plan_tempo_meancurv_from_Qdec_lh.aparc.a2009s.meancurv_file,0
Right Superior Temporal Mean Cortical Thickness,,Right-choroid-plexus,,0
Left Sulcus Parieto Occipital Meancurv From Qdec,,MHSPITUIT,7. Problems with your pituitary/thyroid or endocrine/metabolic system?,0
Mother Age Onset,,lh_precentral_meancurv,Left_precentral_meancurv_from_Qdec_lh.aparc.meancurv_file-FreeSurfer(v5.3),0
Right Caudal Anterior Cingulate Mean Cortical Thickness,,rh_(caudalanteriorcingulate)ThickAvg,,1
Right Molecular Layer HP Volume,Right_molecular_layer_HP,right_molecular_layer_HP,,1
Left Fimbria Volume,Left_fimbria,left_fimbria,Left_fimbria,1
Left Fusiform Area,,lh_cuneus_thickness,Left_cuneus_thickness_from_Qdec_lh.aparc.thickness.stats_file-FreeSurfer(v5.3),0
Right Postcentral Mean Cortical Thickness,,RPOSCENM,,1
White-matter-left-superiortemporal-from Qdec Wmparc,,lh_G_rectus_meancurv,,0
Right Gyrus Frontal Inf-Triangul Thickness From Qdec,,rh_S_front_sup_thickness,Right_sulcus_frontal_sup_thickness_from_Qdec_rh.aparc.a2009s.thickness_file-FreeSurfer(v5.3),0
Right Sulcus Collat Transv Posterior Area From Qdec,,lh_(parahippocampal)SurfArea,,0
Left Sulcus Occipital Anterior Meancurv From Qdec,,rh_G_orbital_meancurv,Right_gyrus_orbital_meancurv_from_Qdec_rh.aparc.a2009s.meancurv_file-FreeSurfer(v5.3),0
Right Gyrus Cuneus Meancurv From Qdec,,(G_front_inf-Opercular)GrayVol,,0
Right Gyrus Frontal Inf-Orbital Meancurv From Qdec,,rh_G_front_inf-Orbital_meancurv,Right_gyrus_frontal_inf-Orbital_meancurv_from_Qdec_rh.aparc.a2009s.meancurv_file-FreeSurfer(v5.3),1
Left Rostral Middle Frontal Mean Cortical Thickness,,(G_subcallosal)GrayVol,,0
Left SurfaceHoles From Qdec Aseg,,lhSurfaceHoles,Left_SurfaceHoles_from_Qdec_aseg.volume.stats_file-FreeSurfer(v5.3),1
Right WhiteSurfArea Area From Qdec,,rh_WhiteSurfArea_area,Right_WhiteSurfArea_area_from_Qdec_rh.aparc.area_file,1
CC Central From Qdec Aseg,,ST117SA,Surface Area (aparc.stats) of RightSuperiorTemporal,0
Left Presubiculum Volume,Left_presubiculum,left_presubiculum,Left_presubiculum-FreeSurfer(v6Beta),1
Diabetes,A metabolic disorder characterized by abnormally high blood sugar levels due to diminished production of insulin or insulin resistance/desensitization.,medical_history_term,,1
Left Temporalpole Volume From Qdec aparc,,lh_G_parietal_sup_meancurv,,0
Right Parsorbitalis Area,,rh_parsorbitalis_area,Right_parsorbitalis_area_from_Qdec_rh.aparc.area_file,1
Right Inferiorparietal Meancurv From Qdec,,rh_inferiorparietal_meancurv,Right_inferiorparietal_meancurv_from_Qdec_rh.aparc.meancurv_file-FreeSurfer(v5.3),1
Left Sulcus Collat Transv Posterior Volume From Qdec,,lh_S_collat_transv_post_volume,Left_sulcus_collat_transv_posterior_volume_from_Qdec_lh.aparc.a2009s.volume_file,1
Left Inferior Temporal Area,,lh_inferiortemporal_area,Left_inferiortemporal_area_from_Qdec_lh.aparc.area_file-FreeSurfer(v5.3),1
Right Sulcus Collat Transv Anterior Meancurv From Qdec,,rh_S_collat_transv_ant_meancurv,,1
Left Rostral Anterior Cingulate Gray Matter Volume,,Right_Hippocampus,,0
Right Gyrus Temp Sup-G T Transv Thickness From Qdec,,lh_Lat_Fis-ant-Vertical_volume,Left_Lat_Fis-ant-Vertical_volume_from_Qdec_lh.aparc.a2009s.volume_file,0
Left Sulcus Suborbital Volume From Qdec,,(S_suborbital)GrayVol,,1
Right Sulcus Precentral-inf-part Meancurv From Qdec,,(S_precentral-inf-part)MeanCurv,,1
Right Lingual Meancurv From Qdec,,rh_lingual_meancurv,,1
Right Gyrus Insular Short Volume From Qdec,,(G_insular_short)GrayVol,,1
Left Sulcus Oc Middle And Lunatus Area From Qdec,,lh_S_oc_middle_and_Lunatus_area,Left_sulcus_oc_middle_and_Lunatus_area_from_Qdec_lh.aparc.a2009s.area.stats_file,1
Left Sulcus And Gyrus Paracentral Area,,rh_parsorbitalis_area,Right_parsorbitalis_area_from_Qdec_rh.aparc.area_file-FreeSurfer(v5.3),0
Left Sulcus Collat Transv Anterior Area From Qdec,,lh_S_suborbital_volume,Left_sulcus_suborbital_volume_from_Qdec_lh.aparc.a2009s.volume_file,0
Left Gyrus Insular Short Volume From Qdec,,rh_G_and_S_cingul-Mid-Ant_area,Right_gyrus_and_sulcus_cingul-Mid-Ant_area_from_Qdec_rh.aparc.a2009s.area.stats_file-FreeSurfer(v5.3),0
White-matter-left-frontalpole-from Qdec Wmparc,,wm-lh-frontalpole,White-matter-left-frontalpole-from_Qdec_wmparc.volume.stats_file-FreeSurfer(v5.3),1
Right Entorightinal Area,,ST83SA,Surface Area (aparc.stats) of RightEntorhinal,1
Right Gyrus Pariet Inf-Angular Volume From Qdec,,lh_S_oc_middle_and_Lunatus_area,,0
Left Lingual Area,,PXHEADEY,,0
APOE Allele 1,"Human APOE*4 allele is located in the vicinity of 19q13.2 and is approximately 4 kb in length. This allele, which encodes apolipoprotein E4, plays a role in triglyceride metabolism. The allele is associated with increased occurrence of both Alzheimer disease and coronary artery disease.",(G_precentral)ThickAvg,,0
Left Parahippocampal Meancurv From Qdec,,lh_(parahippocampal)MeanCurv,,1
Stroke,A sudden loss of neurological function secondary to hemorrhage or ischemia in the brain parenchyma due to a vascular event.,Stroke,History of Stroke,1
Education,The number of education years that a subject has competed.,Left-Cerebellum-Cortex,Left-Cerebellum-Cortex_from_Qdec_aseg.volume.stats_file-FreeSurfer(v5.3),0
Right Sulcus Parieto Occipital Thickness From Qdec,,lh_G_cingul-Post-ventral_meancurv,,0
Right Transverse Temporal Area,,rh_transversetemporal_area,Right_transversetemporal_area_from_Qdec_rh.aparc.area_file,1
Left Gyrus Precuneus Meancurv From Qdec,,ALPHA_SYN,,0
Right Gyrus Frontal Middle Area From Qdec,,lh_S_orbital-H_Shaped_meancurv,Left_sulcus_orbital-H_Shaped_meancurv_from_Qdec_lh.aparc.a2009s.meancurv_file-FreeSurfer(v5.3),0
Left Gyrus Rectus Volume From Qdec,,THIRVENT,,0
Right Sulcus Temporal Sup Area From Qdec,,RPRECEN,,0
Left Superiorparietal Meancurv From Qdec,,lh_(superiorparietal)MeanCurv,,1
Right Paracentral Grey Matter Volume,,rh_(paracentral)GrayVol,,1
Mini-Mental State Examination (MMSE),Mini-Mental State Examination (MMSE) Total score.,cts_mmse30,,1
Right Sulcus Frontal Middle Volume From Qdec,,wm-lh-medialorbitofrontal,White-matter-left-medialorbitofrontal-from_Qdec_wmparc.volume.stats_file-FreeSurfer(v5.3),0
Left Gyrus Frontal Inf-Opercular Area From Qdec,,(S_circular_insula_inf)GrayVol,,0
Right Parsorbitalis Meancurv From Qdec,,rh_(parsorbitalis)MeanCurv,,1
Right Sulcus Orbital Lateral Volume From Qdec,,rh_insula_thickness,,0
Left Gyrus Orbital Area From Qdec,,rh_superiorparietal_area,,0
Right Gyrus Subcallosal Volume From Qdec,,ST16SV,Subcortical Volume (aseg.stats) of LeftCaudate,0
Left Gyrus Temp Sup-Plan Tempo Meancurv From Qdec,,lh_G_temp_sup-Plan_tempo_meancurv,Left_gyrus_temp_sup-Plan_tempo_meancurv_from_Qdec_lh.aparc.a2009s.meancurv_file-FreeSurfer(v5.3),1
Left Parahippocampal Meancurv From Qdec,,lh_parahippocampal_meancurv,Left_parahippocampal_meancurv_from_Qdec_lh.aparc.meancurv_file-FreeSurfer(v5.3),1
Left Gyrus Frontal Inf-Opercular Thickness From Qdec,,lh_G_front_inf-Opercular_thickness,Left_gyrus_frontal_inf-Opercular_thickness_from_Qdec_lh.aparc.a2009s.thickness_file-FreeSurfer(v5.3),1
Right Precuneus Mean Cortical Thickness,,rh_precuneus_thickness,Right_precuneus_thickness_from_Qdec_rh.aparc.thickness.stats_file-FreeSurfer(v5.3),1
Right Sulcus Collat Transv Posterior Area From Qdec,,rh_S_collat_transv_post_area,Right_sulcus_collat_transv_posterior_area_from_Qdec_rh.aparc.a2009s.area.stats_file,1
Left Gyrus Temp Sup-Plan Polar Volume From Qdec,,rh_G_front_middle_thickness,Right_gyrus_frontal_middle_thickness_from_Qdec_rh.aparc.a2009s.thickness_file-FreeSurfer(v5.3),0
Boston Naming Test (BNT),-,rh_G_front_inf-Opercular_area,Right_gyrus_frontal_inf-Opercular_area_from_Qdec_rh.aparc.a2009s.area.stats_file,0
Right Gyrus Rectus Area From Qdec,,rh_G_precuneus_meancurv,Right_gyrus_precuneus_meancurv_from_Qdec_rh.aparc.a2009s.meancurv_file,0
Left Posteriorcingulate Meancurv From Qdec,,lh_posteriorcingulate_meancurv,Left_posteriorcingulate_meancurv_from_Qdec_lh.aparc.meancurv_file-FreeSurfer(v5.3),1
Age,How long something has existed; elapsed time since birth.,samplingAge,,1
Right Parahippocampal Gray Matter Volume,,lrpahipgv,,1
Father AD,,ST38TA,Thickness Average (aparc.stats) of LeftLingual,0
Left Caudate Volume,,Left-Caudate,,1
Right Banks Of The Superior Temoral Sulcus Thickness,,rh_bankssts_thickness,,1
Right Isthmuscingulate Area From Qdec,,lh_Lat_Fis-post_volume,Left_Lat_Fis-post_volume_from_Qdec_lh.aparc.a2009s.volume_file-FreeSurfer(v5.3),0
Right Sulcus Subparietal Volume From Qdec,,lh_S_interm_prim-Jensen_area,Left_sulcus_interm_prim-Jensen_area_from_Qdec_lh.aparc.a2009s.area.stats_file,0
Left Gyrus And Sulcus Paracentral Thickness From Qdec,,lh_G_and_S_paracentral_thickness,,1
Right Sulcus Occipital Anterior Thickness From Qdec,,rh_G_cuneus_area,Right_gyrus_cuneus_area_from_Qdec_rh.aparc.a2009s.area.stats_file-FreeSurfer(v5.3),0
Left Pole Temporal Thickness From Qdec,,(Pole_temporal)ThickAvg,,1
Left Cerebellum Gray Matter Volume,,Left-Cerebellum-Cortex,Left-Cerebellum-Cortex_from_Qdec_aseg.volume.stats_file-FreeSurfer(v5.3),1
Left Pole Temporal Area From Qdec,,lh_Pole_temporal_area,Left_Pole_temporal_area_from_Qdec_lh.aparc.a2009s.area.stats_file-FreeSurfer(v5.3),1
Right Gyrus Temp Sup-G T Transv Thickness From Qdec,,rh_G_temp_sup-G_T_transv_thickness,Right_gyrus_temp_sup-G_T_transv_thickness_from_Qdec_rh.aparc.a2009s.thickness_file-FreeSurfer(v5.3),1
Right Subiculum Volume,Right_subiculum,lh_S_orbital_med-olfact_thickness,Left_sulcus_orbital_med-olfact_thickness_from_Qdec_lh.aparc.a2009s.thickness_file-FreeSurfer(v5.3),0
White-matter-Right-fusiform-from Qdec Wmparc,,wm-rh-fusiform,White-matter-Right-fusiform-from_Qdec_wmparc.volume.stats_file-FreeSurfer(v5.3),1
Fifth Ventricle Volume,,lh_Lat_Fis-ant-Horizont_thickness,Left_Lat_Fis-ant-Horizont_thickness_from_Qdec_lh.aparc.a2009s.thickness_file-FreeSurfer(v5.3),0
Left Gyrus Temp Sup-Lateral Meancurv From Qdec,,PXHEADEY,"2. Head, Eyes, Ears, Nose and Throat",0
Right Sulcus Cingul-Marginalis Volume From Qdec,,rh_S_cingul-Marginalis_volume,Right_sulcus_cingul-Marginalis_volume_from_Qdec_rh.aparc.a2009s.volume_file,1
Right Banks Of The Superior Temoral Sulcus Meancurv From Qdec,,rh_(bankssts)MeanCurv,,1
Intracraneal Volume,,IntraCranialVolume,Total intracranial volume,1
Left Insula Area,,Demographic.GDS,Total Score,0
Right Precentral Mean Cortical Thickness,,rh_Lat_Fis-post_area,,0
Right Gyrus And Sulcus Cingul-Ant Area From Qdec,,rh_G_and_S_cingul-Ant_area,Right_gyrus_and_sulcus_cingul-Ant_area_from_Qdec_rh.aparc.a2009s.area.stats_file-FreeSurfer(v5.3),1
Left Lingual Grey Gray Matter Volume,,rh_G_pariet_inf-Supramar_area,,0
Age,How long something has existed; elapsed time since birth.,wm-rh-cuneus,White-matter-Right-cuneus-from_Qdec_wmparc.volume.stats_file-FreeSurfer(v5.3),0
Verbal fluency tests (Semantic) Animal,A test that measures the verbal fluency of an individual. This tool measures both semantic fluency and phonetic fluency.,MH14ALCH,14. Alcohol Abuse,0
pTau in CSF,,ptau,Tau phosphorylated at Thr181 (P-tau) concentration in CSF,1
Right Transverse Temporal Grey Matter Volume,,BIRTHYR,Subject's year of birth:,0
White-matter-Right-inferiortemporal-from Qdec Wmparc,,wm-rh-inferiortemporal,White-matter-Right-inferiortemporal-from_Qdec_wmparc.volume.stats_file,1
Right Sulcus Parieto Occipital Volume From Qdec,,lh_S_precentral-inf-part_volume,,0
Left Gyrus Frontal Middle Area From Qdec,,lh_G_oc-temp_med-Lingual_thickness,Left_gyrus_oc-temp_med-Lingual_thickness_from_Qdec_lh.aparc.a2009s.thickness_file,0
Left Superiortemporal Volume From Qdec aparc,,lh_G_subcallosal_thickness,Left_gyrus_subcallosal_thickness_from_Qdec_lh.aparc.a2009s.thickness_file-FreeSurfer(v5.3),0
Left Caudal Anterior Cingulate Area,,rh_S_oc_sup_and_transversal_meancurv,Right_sulcus_oc_sup_and_transversal_meancurv_from_Qdec_rh.aparc.a2009s.meancurv_file-FreeSurfer(v5.3),0
Left Lat Fis-post Volume From Qdec,,lh_Lat_Fis-post_volume,Left_Lat_Fis-post_volume_from_Qdec_lh.aparc.a2009s.volume_file,1
Right Gyrus Oc-temp Lat-fusifor Volume From Qdec,,rh_G_and_S_transv_frontopol_volume,,0
Interleukin-15 (IL-15) in CSF,"Interleukin-15 (162 aa, ~18 kDa) is encoded by the human IL15 gene. This protein plays a role in the regulation of both proliferation and activation of both T-cells and natural killer cells.",IL_15,Interleukin 15 concentration in CSF,1
Left Transversetemporal Meancurv From Qdec,,rh_entorhinal_area,Right_entorightinal_area_from_Qdec_rh.aparc.area_file-FreeSurfer(v5.3),0
Left Gyrus Oc-temp Med-Parahip Meancurv From Qdec,,rh_S_circular_insula_inf_area,,0
Left Gyrus Postcentral Thickness From Qdec,,(G_postcentral)ThickAvg,,1
Right Sulcus Suborbital Meancurv From Qdec,,(S_suborbital)MeanCurv,,1
Right Transversetemporal Meancurv From Qdec,,rh_transversetemporal_meancurv,,1
Right Fusiform Volume From Qdec aparc,,lrfusigv,,1
Profession,A grouping of occupations and fields of study.,NACCREFR,,1
Right Sulcus Circular Insula Inferior Meancurv From Qdec,,rh_S_circular_insula_inf_meancurv,,1
Functional Activities Questionnaire (FAQ),Functional Activities Questionnaire (FAQ) Total Score.,FAQ,Functional_Assesment_questionnaire,1
Right Sulcus Suborbital Volume From Qdec,,rhCorticalWhiteMatterVol,RightCorticalWhiteMatterVol_from_Qdec_aseg.volume.stats_file,0
White-matter-left-entorightinal-from Qdec Wmparc,,left_fimbria,Left_fimbria-FreeSurfer(v6Beta),0
Diagnosis,"The investigation, analysis and recognition of the presence and nature of disease, condition, or injury from expressed signs and symptoms; also, the scientific determination of any kind; the concise results of such an investigation.",Diagnosis,,1
Right Supramarginal Area,,rh_supramarginal_area,,1
Right Sulcus Suborbital Thickness From Qdec,,rh_inferiortemporal_thickness,Right_inferiortemporal_thickness_from_Qdec_rh.aparc.thickness.stats_file,0
Left Sulcus Suborbital Meancurv From Qdec,,rh_G_front_inf-Opercular_area,Right_gyrus_frontal_inf-Opercular_area_from_Qdec_rh.aparc.a2009s.area.stats_file-FreeSurfer(v5.3),0
White-matter-left-supramarginal-from Qdec Wmparc,,wm-lh-supramarginal,White-matter-left-supramarginal-from_Qdec_wmparc.volume.stats_file-FreeSurfer(v5.3),1
TotalGrayVol From Qdec Aseg,,TotalGrayVol,TotalGrayVol_from_Qdec_aseg.volume.stats_file,1
Left Sulcus Temporal Inferior Volume From Qdec,,rh_G_temp_sup-Plan_polar_area,Right_gyrus_temp_sup-Plan_polar_area_from_Qdec_rh.aparc.a2009s.area.stats_file,0
Left Gyrus Temp Sup-Plan Tempo Thickness From Qdec,,(G_temp_sup-Plan_tempo)ThickAvg,,1
Cortical Gray Matter Volume,,Image.MR.CorticalGM.Vol.ICVCorr,Volume Grey Matter (ml),1
Right Parahippocampal Gray Matter Volume,,rh_bankssts_area,,0
Right Gyrus And Sulcus Subcentral Thickness From Qdec,,(4th-Ventricle)Volume_mm3,,0
FDG PET,Fluorodeoxyglucose Positron Emission Tomography,FDGAD,,1
Left Inferiortemporal Meancurv From Qdec,,lh_(posteriorcingulate)SurfArea,,0
Right Sulcus Oc-temp Med And Lingual Area From Qdec,,lh_G_temp_sup-Plan_polar_area,Left_gyrus_temp_sup-Plan_polar_area_from_Qdec_lh.aparc.a2009s.area.stats_file,0
Left Gyrus Parietal Sup Volume From Qdec,,rh_entorhinal_area,Right_entorightinal_area_from_Qdec_rh.aparc.area_file,0
APOE,"Human APOE*4 allele is located in the vicinity of 19q13.2 and is approximately 4 kb in length. This allele, which encodes apolipoprotein E4, plays a role in triglyceride metabolism. The allele is associated with increased occurrence of both Alzheimer disease and coronary artery disease.",Demographic.ApoE genotype,ApoE Genotype,1
Right Lateraloccipital Area,,lh_S_oc_middle_and_Lunatus_area,Left_sulcus_oc_middle_and_Lunatus_area_from_Qdec_lh.aparc.a2009s.area.stats_file,0
Right Gyrus Parietal Sup Thickness From Qdec,,rh_G_parietal_sup_thickness,Right_gyrus_parietal_sup_thickness_from_Qdec_rh.aparc.a2009s.thickness_file-FreeSurfer(v5.3),1
White-matter-left-lateralorbitofrontal-from Qdec Wmparc,,wm-lh-lateralorbitofrontal,White-matter-left-lateralorbitofrontal-from_Qdec_wmparc.volume.stats_file,1
Clinical Dementia Rating (CDR),"A standardized rating scale developed by John C. Morris in 1997 to evaluate the severity of an individual's cognitive impairment. This instrument contains 6 areas which include memory, orientation, judgment and problem solving, community affairs, home and hobbies, and personal care. Each item is rated on a scale from 0 to 3 with 0 being none and 3 being severe.",CDR_Global,Clinical Dementia Rating Scale Global score,1
Right Cerebellum White Matter Volume,,Right-Cerebellum-White-Matter,Right-Cerebellum-White-Matter_from_Qdec_aseg.volume.stats_file,1
Left Caudalanteriorcingulate Meancurv From Qdec,,lh_(caudalanteriorcingulate)MeanCurv,,1
Left Gyrus And Sulcus Cingul-Mid-Post Volume From Qdec,,llsfgv,,0
Left Sulcus Pericallosal Meancurv From Qdec,,lh_S_pericallosal_meancurv,Left_sulcus_pericallosal_meancurv_from_Qdec_lh.aparc.a2009s.meancurv_file-FreeSurfer(v5.3),1
Left Pole Temporal Meancurv From Qdec,,(G_pariet_inf-Angular)GrayVol,,0
Left Sulcus Temporal Inferior Area From Qdec,,lh_G_oc-temp_lat-fusifor_area,Left_gyrus_oc-temp_lat-fusifor_area_from_Qdec_lh.aparc.a2009s.area.stats_file,0
Left Superior Frontal Mean Cortical Thickness,,Psych_side_diag,Psych_side_diag,0
Left Gyrus Cingul-Post-dorsal Area From Qdec,,lrsfgmv,,0
Right Gyrus And Sulcus Cingul-Mid-Post Volume From Qdec,,rh_G_and_S_cingul-Mid-Post_volume,Right_gyrus_and_sulcus_cingul-Mid-Post_volume_from_Qdec_rh.aparc.a2009s.volume_file-FreeSurfer(v5.3),1
Trail Making Test (TMT) A,"A neuropsychological test of visual attention and task switching that requires a subject to connect a sequence of 25 consecutive targets. It provides an easy to administer and reliable assessment of attention, sequencing, cognition, visual search, and motor function.",partatest,,1
Education,The number of education years that a subject has competed.,Years_Of_Education,Years_of_Education,1
Right Gyrus Parietal Sup Volume From Qdec,,rh_G_parietal_sup_volume,Right_gyrus_parietal_sup_volume_from_Qdec_rh.aparc.a2009s.volume_file-FreeSurfer(v5.3),1
White-matter-Right-temporalpole-from Qdec Wmparc,White-matter-Right-temporalpole-from_Qdec_wmparc.volume.stats_file,(S_front_inf)SurfArea,,0
Right Inferior Lateral Ventricle Volume,,ST89SV,Subcortical Volume (aseg.stats) of RightInferiorLateralVentricle,1
Left Middle Temporal Gray Matter Volume,,ST40CV,Cortical Volume (aparc.stats) of LeftMiddleTemporal,1
Right Fusiform Volume From Qdec aparc,,rh_fusiform_volume,Right_fusiform_volume_from_Qdec_rh.aparc.volume.stats_file-FreeSurfer(v5.3),1
Right Inferiortemporal Mean Cortical Thickness,,ST91TA,Thickness Average (aparc.stats) of RightInferiorTemporal,1
Left Sulcus Interm Prim-Jensen Thickness From Qdec,,rh_supramarginal_volume,Right_supramarginal_volume_from_Qdec_rh.aparc.volume.stats_file-FreeSurfer(v5.3),0
Right Gyrus Subcallosal Area From Qdec,,(G_postcentral)MeanCurv,,0
Right Sulcus Temporal Inferior Area From Qdec,,rh_S_temporal_inf_area,,1
Month of Birth,The month in which a person was born.,Right-UnsegmentedWhiteMatter,,0
Right Sulcus Pericallosal Area From Qdec,,(S_pericallosal)SurfArea,,1
Left Gyrus Precentral Thickness From Qdec,,rh_G_orbital_area,,0
Year of Birth,The year in which a person was born.,datanasc,Patient_data:_date_of_birth_of_patient,1
Right Gyrus Occipital Middle Volume From Qdec,,rh_S_pericallosal_meancurv,Right_sulcus_pericallosal_meancurv_from_Qdec_rh.aparc.a2009s.meancurv_file-FreeSurfer(v5.3),0
Left Gyrus Occipital Sup Thickness From Qdec,,lh_G_occipital_sup_thickness,Left_gyrus_occipital_sup_thickness_from_Qdec_lh.aparc.a2009s.thickness_file-FreeSurfer(v5.3),1
Left Sulcus Orbital Med-olfact Area From Qdec,,lh_S_orbital_med-olfact_area,Left_sulcus_orbital_med-olfact_area_from_Qdec_lh.aparc.a2009s.area.stats_file-FreeSurfer(v5.3),1
Right Gyrus And Sulcus Frontomargin Meancurv From Qdec,,(G_and_S_frontomargin)MeanCurv,,1
Mother Dementia,,lh_lateralorbitofrontal_volume,Left_lateralorbitofrontal_volume_from_Qdec_lh.aparc.volume.stats_file-FreeSurfer(v5.3),0
Right Gyrus Temp Sup-Plan Tempo Volume From Qdec,,rh_(middletemporal)MeanCurv,,0
Left Sulcus Central Volume From Qdec,,wm-lh-temporalpole,White-matter-left-temporalpole-from_Qdec_wmparc.volume.stats_file,0
Left Inferior Parietal Gray Matter Volume,,LINFPAR,,1
Right Parahippocampal Mean Cortical Thickness,,ST151SV,Subcortical Volume (aseg.stats) of RightCorticalWM,0
Chest Pain,-,(G_postcentral)ThickAvg,,0
Right Sulcus Frontal Sup Thickness From Qdec,,lh_cuneus_meancurv,,0
Left Isthmuscingulate Meancurv From Qdec,,lh_G_cingul-Post-ventral_area,Left_gyrus_cingul-Post-ventral_area_from_Qdec_lh.aparc.a2009s.area.stats_file,0
Right Parahippocampal Meancurv From Qdec,,rh_parahippocampal_meancurv,Right_parahippocampal_meancurv_from_Qdec_rh.aparc.meancurv_file,1
Right Gyrus Ins Lg And Sulcus Cent Ins Area From Qdec,,rh_G_insular_short_meancurv,Right_gyrus_insular_short_meancurv_from_Qdec_rh.aparc.a2009s.meancurv_file-FreeSurfer(v5.3),0
Left Sulcus Intrapariet And P Trans Meancurv From Qdec,,(S_intrapariet_and_P_trans)MeanCurv,,1
Right Caudal Anterior Cingulate Mean Cortical Thickness,,rh_Lat_Fis-ant-Horizont_volume,Right_Lat_Fis-ant-Horizont_volume_from_Qdec_rh.aparc.a2009s.volume_file,0
Right Gyrus And Sulcus Subcentral Meancurv From Qdec,,CDR_SOB,,0
Right Gyrus Temporal Middle Area From Qdec,,age_years,,0
Left Temporalpole Volume From Qdec aparc,,lh_temporalpole_volume,,1
Right Sulcus Parieto Occipital Thickness From Qdec,,rh_S_parieto_occipital_thickness,,1
SupraTentorialVolNotVentVox From Qdec Aseg,,rh_superiortemporal_volume,Right_superiortemporal_volume_from_Qdec_rh.aparc.volume.stats_file-FreeSurfer(v5.3),0
Mother Age Onset,,lh_S_oc_sup_and_transversal_area,Left_sulcus_oc_sup_and_transversal_area_from_Qdec_lh.aparc.a2009s.area.stats_file-FreeSurfer(v5.3),0
Right Sulcus Subparietal Area From Qdec,,rh_Lat_Fis-ant-Horizont_meancurv,Right_Lat_Fis-ant-Horizont_meancurv_from_Qdec_rh.aparc.a2009s.meancurv_file-FreeSurfer(v5.3),0
Marital Status,A demographic parameter indicating a person's current conjugal status.,ST43TA,Thickness Average (aparc.stats) of LeftParacentral,0
