var_1,description_1,var_2,description_2,label
Right Thalamus Volume,,rh_S_suborbital_volume,,0
Right Gyrus Temp Sup-Plan Polar Area From Qdec,,rh_G_temp_sup-Plan_polar_area,Right_gyrus_temp_sup-Plan_polar_area_from_Qdec_rh.aparc.a2009s.area.stats_file,1
Non-White-matter-hypointensities,,(S_pericallosal)SurfArea,,0
Ethnicity,A social group characterized by a distinctive social and cultural tradition that is maintained from generation to generation. Members share a common history and origin and a sense of identification with the group. They have similar and distinctive features in their lifestyle habits and shared experiences. They often have a common genetic heritage which may be reflected in their experience of health and disease.,PTETHNIC,Ethnic Category,1
Left Sulcus Orbital Lateral Volume From Qdec,,lh_S_orbital_lateral_volume,,1
Mini-Mental State Examination (MMSE),Mini-Mental State Examination (MMSE) Total score.,Whole_Brain_Volume(mm^3),Whole_Brain_Volume(mm^3),0
Right Sulcus Circular Insula Anterior Meancurv From Qdec,,rh_S_circular_insula_ant_meancurv,,1
Left Postcentral Gray Matter Volume,,lh_postcentral_volume,Left_postcentral_volume_from_Qdec_lh.aparc.volume.stats_file-FreeSurfer(v5.3),1
Mini-Mental State Examination (MMSE),Mini-Mental State Examination (MMSE) Total score.,Medical History.Depression,Depression,0
Right Sulcus Collat Transv Anterior Meancurv From Qdec,,No total score.,,0
Right Temporal Pole Area,,rh_temporalpole_area,,1
White-matter-Right-inferiorparietal-from Qdec Wmparc,,rh_G_front_inf-Orbital_thickness,Right_gyrus_frontal_inf-Orbital_thickness_from_Qdec_rh.aparc.a2009s.thickness_file,0
Left Lingual Meancurv From Qdec,,TMTAC,Trial_making_test_A,0
Right Parahippocampal Meancurv From Qdec,,rh_middletemporal_thickness,Right_middletemporal_thickness_from_Qdec_rh.aparc.thickness.stats_file-FreeSurfer(v5.3),0
Right Precentral Area,,lh_frontalpole_thickness,Left_frontalpole_thickness_from_Qdec_lh.aparc.thickness.stats_file,0
Left Lateraloccipital Mean Cortical Thickness,,ST35TA,Thickness Average (aparc.stats) of LeftLateralOccipital,1
Right Sulcus Oc Middle And Lunatus Volume From Qdec,,rh_S_oc_middle_and_Lunatus_volume,,1
Left Postcentral Mean Cortical Thickness,,diab,Past_pathological_anamnesis:_ask_to_the_patient_if_suffers_for_diabetes,0
Boston Naming Test (BNT),-,Neuropsych.BNT - No Cue (Australian RAW),Boston Naming Test No Cue Oz Raw,1
Trail Making Test (TMT) A,"A neuropsychological test of visual attention and task switching that requires a subject to connect a sequence of 25 consecutive targets. It provides an easy to administer and reliable assessment of attention, sequencing, cognition, visual search, and motor function.",lh_(precuneus)MeanCurv,,0
Right Parsorbitalis Meancurv From Qdec,,rh_G_and_S_cingul-Mid-Ant_area,,0
Right Paracentral Volume From Qdec aparc,,lh_S_front_inf_area,Left_sulcus_frontal_inferior_area_from_Qdec_lh.aparc.a2009s.area.stats_file-FreeSurfer(v5.3),0
Left Sulcus Circular Insula Sup Thickness From Qdec,,lh_S_circular_insula_sup_thickness,Left_sulcus_circular_insula_sup_thickness_from_Qdec_lh.aparc.a2009s.thickness_file-FreeSurfer(v5.3),1
Mini-Mental State Examination (MMSE),Mini-Mental State Examination (MMSE) Total score.,rh_S_cingul-Marginalis_volume,Right_sulcus_cingul-Marginalis_volume_from_Qdec_rh.aparc.a2009s.volume_file-FreeSurfer(v5.3),0
Repeatable Battery for the Assessment of Neuropsychological Status (RBANS),-,rh_isthmuscingulate_meancurv,Right_isthmuscingulate_meancurv_from_Qdec_rh.aparc.meancurv_file-FreeSurfer(v5.3),0
Left Frontalpole Meancurv From Qdec,,lh_frontalpole_meancurv,Left_frontalpole_meancurv_from_Qdec_lh.aparc.meancurv_file,1
Left Gyrus Precuneus Volume From Qdec,,(G_precuneus)GrayVol,,1
Right Insula Mean Cortical Thickness,,lh_G_cingul-Post-ventral_thickness,,0
Smoking,,lh_superiorparietal_meancurv,Left_superiorparietal_meancurv_from_Qdec_lh.aparc.meancurv_file,0
White-matter-Right-parsopercularis-from Qdec Wmparc,White-matter-Right-parsopercularis-from_Qdec_wmparc.volume.stats_file,(G_parietal_sup)GrayVol,,0
Left Gyrus Temporal Middle Meancurv From Qdec,,lh_G_temporal_middle_meancurv,Left_gyrus_temporal_middle_meancurv_from_Qdec_lh.aparc.a2009s.meancurv_file,1
Left Banks Of The Superior Temoral Sulcus Cortical Mean Volume,,ST13CV,Cortical Volume (aparc.stats) of LeftBankssts,1
Right Pole Temporal Volume From Qdec,,rh_S_postcentral_volume,Right_sulcus_postcentral_volume_from_Qdec_rh.aparc.a2009s.volume_file-FreeSurfer(v5.3),0
Right Putamen Volume,,RLING,,0
Digit Span Test (Backward),A subtest of the Wechsler Adult Intelligence Scale - Fourth Edition. The subject is read a sequence of numbers and recalls the numbers in reverse order.,rh_G_precuneus_meancurv,Right_gyrus_precuneus_meancurv_from_Qdec_rh.aparc.a2009s.meancurv_file,0
Right Sulcus Temporal Transverse Volume From Qdec,,lh_S_temporal_inf_meancurv,Left_sulcus_temporal_inferior_meancurv_from_Qdec_lh.aparc.a2009s.meancurv_file-FreeSurfer(v5.3),0
Functional Activities Questionnaire (FAQ),Functional Activities Questionnaire (FAQ) Total Score.,lh_S_postcentral_volume,Left_sulcus_postcentral_volume_from_Qdec_lh.aparc.a2009s.volume_file-FreeSurfer(v5.3),0
APOE Allele 2,"Human APOE*4 allele is located in the vicinity of 19q13.2 and is approximately 4 kb in length. This allele, which encodes apolipoprotein E4, plays a role in triglyceride metabolism. The allele is associated with increased occurrence of both Alzheimer disease and coronary artery disease.","Demographic.E4 allele, Demographic.E3 allele, Demographic.E2 allele",,1
Right Gyrus And Sulcus Subcentral Volume From Qdec,,SupraTentorialVolNotVent,SupraTentorialVolNotVent_from_Qdec_aseg.volume.stats_file-FreeSurfer(v5.3),0
Left Gyrus Oc-temp Med-Parahip Area From Qdec,,(G_oc-temp_med-Parahip)SurfArea,,1
Right Gyrus And Sulcus Frontomargin Area From Qdec,,lh_paracentral_thickness,,0
White Matter HypoIntensities Volume,,diab,Past_pathological_anamnesis:_ask_to_the_patient_if_suffers_for_diabetes,0
PET-hypoperfusion: frontal left,,PETFROSX,PET-hypoperfusion:-frontal_left,1
Left CA1 Volume,Left_CA1,left_CA1,Left_CA1-FreeSurfer(v6Beta),1
Right Gyrus Postcentral Meancurv From Qdec,,rh_G_postcentral_meancurv,Right_gyrus_postcentral_meancurv_from_Qdec_rh.aparc.a2009s.meancurv_file-FreeSurfer(v5.3),1
Left Gyrus Temporal Inferior Thickness From Qdec,,visit,,0
Left Gyrus And Sulcus Paracentral Meancurv From Qdec,,lh_G_and_S_paracentral_meancurv,,1
Right Banks Of The Superior Temoral Sulcus Meancurv From Qdec,,rh_bankssts_meancurv,,1
Right Gyrus Frontal Middle Thickness From Qdec,,Right-Inf-Lat-Vent,,0
Right Sulcus Orbital-H Shaped Thickness From Qdec,,rh_S_orbital-H_Shaped_thickness,Right_sulcus_orbital-H_Shaped_thickness_from_Qdec_rh.aparc.a2009s.thickness_file-FreeSurfer(v5.3),1
Marital Status,A demographic parameter indicating a person's current conjugal status.,marital_status,,1
Left Entorightinal Volume From Qdec aparc,,lh_entorhinal_volume,Left_entorightinal_volume_from_Qdec_lh.aparc.volume.stats_file-FreeSurfer(v5.3),1
Right Rostral Anterior Cingulate Mean Cortical Thickness,,rh_rostralanteriorcingulate_thickness,Right_rostralanteriorcingulate_thickness_from_Qdec_rh.aparc.thickness.stats_file-FreeSurfer(v5.3),1
Right Inferiorparietal Mean Cortical Thickness,,NPITOTAL,NPI Total Score,0
Left Fusiform Area,,lh_fusiform_area,,1
Left Rostral Anterior Cingulate Gray Matter Volume,,wm-lh-supramarginal,,0
Left Cerebellum Gray Matter Volume,,Left_Cerebellum_Cortex,,1
Left Lat Fis-ant-Horizont Area From Qdec,,lh_Lat_Fis-ant-Horizont_area,Left_Lat_Fis-ant-Horizont_area_from_Qdec_lh.aparc.a2009s.area.stats_file-FreeSurfer(v5.3),1
Left Gyrus Frontal Inf-Opercular Volume From Qdec,,(G_front_inf-Opercular)GrayVol,,1
Left Gyrus And Sulcus Subcentral Thickness From Qdec,,lrsuprgv,,0
Left Lateralorbitofrontal Mean Cortical Thickness,,LLATORBM,,1
Right Gyrus Orbital Thickness From Qdec,,rh_G_orbital_thickness,,1
White-matter-Right-parahippocampal-from Qdec Wmparc,,wm-rh-parahippocampal,White-matter-Right-parahippocampal-from_Qdec_wmparc.volume.stats_file-FreeSurfer(v5.3),1
Right Gyrus Pariet Inf-Angular Area From Qdec,,rh_S_front_inf_volume,,0
Right Middletemporal Area,,wm-rh-supramarginal,White-matter-Right-supramarginal-from_Qdec_wmparc.volume.stats_file,0
Right Superior Temporal Gray Matter Volume,,RSUPTEM,,1
Left Sulcus Central Thickness From Qdec,,rh_lateralorbitofrontal_area,Right_lateralorbitofrontal_area_from_Qdec_rh.aparc.area_file,0
Diagnosis,"The investigation, analysis and recognition of the presence and nature of disease, condition, or injury from expressed signs and symptoms; also, the scientific determination of any kind; the concise results of such an investigation.",NACCETPR,,1
Right Precentral Area,,rh_(precentral)SurfArea,,1
Right Sulcus Circular Insula Anterior Area From Qdec,,rh_S_circular_insula_ant_area,Right_sulcus_circular_insula_anterior_area_from_Qdec_rh.aparc.a2009s.area.stats_file,1
Left Sulcus Oc-temp Lat Thickness From Qdec,,llfpv,,0
Left Medialorbitofrontal Meancurv From Qdec,,rh_G_and_S_paracentral_area,,0
Heart Rate,"The number of heartbeats per unit of time, usually expressed as beats per minute.",rh_inferiorparietal_volume,Right_inferiorparietal_volume_from_Qdec_rh.aparc.volume.stats_file,0
Left Gyrus Temp Sup-Lateral Area From Qdec,,lh_S_oc-temp_lat_area,Left_sulcus_oc-temp_lat_area_from_Qdec_lh.aparc.a2009s.area.stats_file-FreeSurfer(v5.3),0
Participant ID,An alphanumeric identifier assigned to a specific patient.,lh_S_oc_middle_and_Lunatus_meancurv,Left_sulcus_oc_middle_and_Lunatus_meancurv_from_Qdec_lh.aparc.a2009s.meancurv_file,0
Left Caudalmiddlefrontal Meancurv From Qdec,,lh_caudalmiddlefrontal_meancurv,Left_caudalmiddlefrontal_meancurv_from_Qdec_lh.aparc.meancurv_file,1
Right Cortical White Matter Volume From Qdec,Right cortical white matter volume,rhCorticalWhiteMatterVol,RightCorticalWhiteMatterVol_from_Qdec_aseg.volume.stats_file-FreeSurfer(v5.3),1
Right Caudal Anterior Cingulate Mean Cortical Thickness,,rh_caudalanteriorcingulate_thickness,Right_caudalanteriorcingulate_thickness_from_Qdec_rh.aparc.thickness.stats_file-FreeSurfer(v5.3),1
Right Sulcus Temporal Transverse Area From Qdec,,rh_S_temporal_transverse_area,Right_sulcus_temporal_transverse_area_from_Qdec_rh.aparc.a2009s.area.stats_file,1
Left Pars Orbitalis Area,,GRAYVOL,,0
Geriatric Depression Scale (GDS),Geriatric Depression Scale Short Form total score.,GDS15,Geriatric Depression Scale - 15 items,1
Left Precuneus Area,,rh_G_temporal_inf_meancurv,Right_gyrus_temporal_inferior_meancurv_from_Qdec_rh.aparc.a2009s.meancurv_file,0
Left Sulcus Intrapariet And P Trans Meancurv From Qdec,,LPARORBM,,0
Right Caudal Middle Frontal Grey Matter Volume,,rh_(caudalmiddlefrontal)GrayVol,,1
Right Gyrus And Sulcus Paracentral Volume From Qdec,,rh_G_and_S_paracentral_volume,Right_gyrus_and_sulcus_paracentral_volume_from_Qdec_rh.aparc.a2009s.volume_file,1
Right Gyrus Oc-temp Med-Parahip Area From Qdec,,rh_G_oc-temp_med-Parahip_area,Right_gyrus_oc-temp_med-Parahip_area_from_Qdec_rh.aparc.a2009s.area.stats_file-FreeSurfer(v5.3),1
Right Gyrus Postcentral Volume From Qdec,,rh_Lat_Fis-ant-Horizont_volume,,0
Brain Volume,,(G_oc-temp_med-Lingual)GrayVol,,0
Right Sulcus Pericallosal Thickness From Qdec,,rh_(isthmuscingulate)GrayVol,,0
Stroke,A sudden loss of neurological function secondary to hemorrhage or ischemia in the brain parenchyma due to a vascular event.,BCSTROKE,,1
Left Gyrus Parietal Sup Area From Qdec,,(G_cingul-Post-ventral)GrayVol,,0
Left Sulcus Cingul-Marginalis Thickness From Qdec,,rh_isthmuscingulate_meancurv,,0
Left Sulcus Parieto Occipital Area From Qdec,,(S_parieto_occipital)SurfArea,,1
Right Precuneus Area,,(G_temp_sup-G_T_transv)ThickAvg,,0
Right Gyrus Pariet Inf-Supramar Meancurv From Qdec,,PXCARD,Cardiac,0
Left Sulcus Frontal Sup Thickness From Qdec,,lh_superiorfrontal_volume,Left_superiorfrontal_volume_from_Qdec_lh.aparc.volume.stats_file-FreeSurfer(v5.3),0
Right Postcentral Grey Matter Volume,,rh_(insula)ThickAvg,,0
Right Sulcus Circular Insula Anterior Volume From Qdec,,rh_G_front_sup_meancurv,Right_gyrus_frontal_sup_meancurv_from_Qdec_rh.aparc.a2009s.meancurv_file-FreeSurfer(v5.3),0
Left Pericalcarine Area,,lh_(pericalcarine)SurfArea,,1
Left Lateral Ventricle Volume,,Left-Lateral-Ventricle,,1
Left Lat Fis-ant-Horizont Thickness From Qdec,,Right-vessel,,0
White-matter-Right-isthmuscingulate-from Qdec Wmparc,,lh_transversetemporal_thickness,Left_transversetemporal_thickness_from_Qdec_lh.aparc.thickness.stats_file-FreeSurfer(v5.3),0
Left Gyrus Parietal Sup Meancurv From Qdec,,lh_G_parietal_sup_meancurv,,1
Right Inferior Lateral Ventricle Volume,,Right-Inf-Lat-Vent,Right-Inf-Lat-Vent_from_Qdec_aseg.volume.stats_file,1
Right Gyrus Temp Sup-Plan Polar Area From Qdec,,(G_temp_sup-Plan_polar)SurfArea,,1
Right Gyrus Temporal Middle Thickness From Qdec,,LeftInferiorLateralVentricle,Volume of left inferior lateral ventricle,0
Left Sulcus Circular Insula Sup Area From Qdec,,DIGIF,,0
Right Gyrus Temporal Middle Thickness From Qdec,,rh_G_temporal_middle_thickness,Right_gyrus_temporal_middle_thickness_from_Qdec_rh.aparc.a2009s.thickness_file-FreeSurfer(v5.3),1
Left Gyrus Ins Lg And Sulcus Cent Ins Meancurv From Qdec,,lh_G_insular_short_thickness,,0
Right Gyrus Oc-temp Lat-fusifor Meancurv From Qdec,,rh_G_oc-temp_lat-fusifor_meancurv,Right_gyrus_oc-temp_lat-fusifor_meancurv_from_Qdec_rh.aparc.a2009s.meancurv_file-FreeSurfer(v5.3),1
Left Pole Temporal Meancurv From Qdec,,rh_S_oc-temp_lat_area,Right_sulcus_oc-temp_lat_area_from_Qdec_rh.aparc.a2009s.area.stats_file,0
Left Sulcus Interm Prim-Jensen Area From Qdec,,lh_S_interm_prim-Jensen_area,,1
Right Sulcus Precentral-inf-part Meancurv From Qdec,,(S_precentral-inf-part)MeanCurv,,1
Left Sulcus Precentral-inf-part Area From Qdec,,lh_S_precentral-inf-part_area,,1
Right Superior Temporal Area,,ST117SA,Surface Area (aparc.stats) of RightSuperiorTemporal,1
Right Inferiortemporal Mean Cortical Thickness,,llaccu,,0
Right Frontalpole Meancurv From Qdec,,(Lat_Fis-ant-Vertical)GrayVol,,0
Left Gyrus Oc-temp Med-Parahip Volume From Qdec,,rh_G_occipital_middle_volume,Right_gyrus_occipital_middle_volume_from_Qdec_rh.aparc.a2009s.volume_file-FreeSurfer(v5.3),0
Left Sulcus Oc Sup And Transversal Volume From Qdec,,lh_S_oc_sup_and_transversal_volume,,1
Left-vessel From Qdec,,lrpgv,,0
SupraTentorialVol From Qdec Aseg,,ST95SA,Surface Area (aparc.stats) of RightLateralOrbitofrontal,0
Right Lingual Volume From Qdec aparc,,LPRECUN,,0
Left Sulcus Oc Sup And Transversal Thickness From Qdec,,No total score.,,0
Right Sulcus Orbital Lateral Area From Qdec,,lh_parsopercularis_thickness,,0
Left Inferiortemporal Meancurv From Qdec,,LHIPPO,,0
Right Sulcus Interm Prim-Jensen Volume From Qdec,,(S_interm_prim-Jensen)GrayVol,,1
Right Inferior Temporal Area,,lh_S_central_thickness,Left_sulcus_central_thickness_from_Qdec_lh.aparc.a2009s.thickness_file,0
Right Gyrus Occipital Middle Thickness From Qdec,,(G_and_S_cingul-Mid-Ant)GrayVol,,0
Right Lat Fis-ant-Vertical Meancurv From Qdec,,ST87SA,Surface Area (aparc.stats) of RightHemisphereWM,0
Left Gyrus Oc-temp Med-Parahip Volume From Qdec,,lh_G_oc-temp_med-Parahip_volume,Left_gyrus_oc-temp_med-Parahip_volume_from_Qdec_lh.aparc.a2009s.volume_file,1
Right Gyrus Ins Lg And Sulcus Cent Ins Meancurv From Qdec,,rh_rostralmiddlefrontal_meancurv,Right_rostralmiddlefrontal_meancurv_from_Qdec_rh.aparc.meancurv_file-FreeSurfer(v5.3),0
Left Gyrus Oc-temp Med-Parahip Volume From Qdec,,lh_G_oc-temp_med-Parahip_volume,Left_gyrus_oc-temp_med-Parahip_volume_from_Qdec_lh.aparc.a2009s.volume_file-FreeSurfer(v5.3),1
Functional Activities Questionnaire (FAQ),Functional Activities Questionnaire (FAQ) Total Score.,FAQTOTAL,,1
Left Rostral Middle Frontal Gray Matter Volume,,lh_G_front_middle_area,Left_gyrus_frontal_middle_area_from_Qdec_lh.aparc.a2009s.area.stats_file-FreeSurfer(v5.3),0
Right Sulcus Circular Insula Sup Meancurv From Qdec,,rh_S_collat_transv_ant_volume,,0
Left Gyrus Frontal Inf-Triangul Area From Qdec,,lh_S_subparietal_volume,Left_sulcus_subparietal_volume_from_Qdec_lh.aparc.a2009s.volume_file,0
Left Gyrus Occipital Middle Area From Qdec,,lh_G_occipital_middle_area,,1
Left Caudal Anterior Cingulate Mean Cortical Thickness,,lh_caudalanteriorcingulate_thickness,,1
Left Gyrus Orbital Area From Qdec,,lh_G_orbital_area,Left_gyrus_orbital_area_from_Qdec_lh.aparc.a2009s.area.stats_file,1
Left Lateraloccipital Area,,Stroke,History of Stroke,0
Right Caudalanteriorcingulate Meancurv From Qdec,,rh_caudalanteriorcingulate_meancurv,Right_caudalanteriorcingulate_meancurv_from_Qdec_rh.aparc.meancurv_file-FreeSurfer(v5.3),1
Right Sulcus Temporal Sup Meancurv From Qdec,,rh_S_temporal_sup_meancurv,Right_sulcus_temporal_sup_meancurv_from_Qdec_rh.aparc.a2009s.meancurv_file,1
Right Caudal Anterior Cingulate Mean Cortical Thickness,,rh_rostralanteriorcingulate_thickness,Right_rostralanteriorcingulate_thickness_from_Qdec_rh.aparc.thickness.stats_file,0
Right Gyrus Frontal Inf-Opercular Area From Qdec,,rh_G_temp_sup-G_T_transv_meancurv,Right_gyrus_temp_sup-G_T_transv_meancurv_from_Qdec_rh.aparc.a2009s.meancurv_file,0
Left Sulcus Collat Transv Anterior Meancurv From Qdec,,lh_rostralmiddlefrontal_volume,Left_rostralmiddlefrontal_volume_from_Qdec_lh.aparc.volume.stats_file,0
pTau in CSF,,ST10CV,Cortical Volume (aparc.stats) of Icv,0
Left Sulcus Orbital-H Shaped Area From Qdec,,rh_G_insular_short_thickness,Right_gyrus_insular_short_thickness_from_Qdec_rh.aparc.a2009s.thickness_file,0
Left Postcentral Mean Cortical Thickness,,lh_postcentral_thickness,,1
Visit,The act of going to see some person or place or thing; it can cover a short or long period but refers to a non-permanent arrangement.,Month,,1
Left Gyrus Frontal Inf-Opercular Area From Qdec,,MH3HEAD,"3. Head, Eyes, Ears, Nose and Throat",0
Left Gyrus And Sulcus Cingul-Mid-Ant Meancurv From Qdec,,rh_cuneus_volume,,0
Right Sulcus Calcarine Meancurv From Qdec,,rh_S_calcarine_meancurv,,1
Right Gyrus Temp Sup-G T Transv Area From Qdec,,rh_parstriangularis_meancurv,Right_parstriangularis_meancurv_from_Qdec_rh.aparc.meancurv_file,0
Right Rostralmiddlefrontal Area,,lh_G_temp_sup-Lateral_meancurv,Left_gyrus_temp_sup-Lateral_meancurv_from_Qdec_lh.aparc.a2009s.meancurv_file,0
Left Caudal Anterior Cingulate Mean Cortical Thickness,,ST14TA,Thickness Average (aparc.stats) of LeftCaudalAnteriorCingulate,1
Left Gyrus Temporal Middle Thickness From Qdec,,(G_temporal_middle)ThickAvg,,1
Right Gyrus Insular Short Meancurv From Qdec,,rh_G_insular_short_meancurv,,1
Left Pole Temporal Area From Qdec,,lh_Pole_temporal_area,Left_Pole_temporal_area_from_Qdec_lh.aparc.a2009s.area.stats_file-FreeSurfer(v5.3),1
Right Sulcus Intrapariet And P Trans Meancurv From Qdec,,(S_intrapariet_and_P_trans)MeanCurv,,1
Left Caudal Middle Frontal Mean Cortical Thickness,,ST15TA,Thickness Average (aparc.stats) of LeftCaudalMiddleFrontal,1
Right Lat Fis-ant-Vertical Thickness From Qdec,,lh_G_orbital_area,Left_gyrus_orbital_area_from_Qdec_lh.aparc.a2009s.area.stats_file-FreeSurfer(v5.3),0
Left Sulcus Occipital Anterior Volume From Qdec,,rh_S_orbital_med-olfact_meancurv,Right_sulcus_orbital_med-olfact_meancurv_from_Qdec_rh.aparc.a2009s.meancurv_file,0
Right Sulcus Postcentral Volume From Qdec,,rh_G_temp_sup-Lateral_meancurv,Right_gyrus_temp_sup-Lateral_meancurv_from_Qdec_rh.aparc.a2009s.meancurv_file,0
White-matter-Right-fusiform-from Qdec Wmparc,,wm-rh-fusiform,White-matter-Right-fusiform-from_Qdec_wmparc.volume.stats_file,1
Right Gyrus Cingul-Post-dorsal Area From Qdec,,rh_G_cingul-Post-dorsal_area,,1
Diagnosis,"The investigation, analysis and recognition of the presence and nature of disease, condition, or injury from expressed signs and symptoms; also, the scientific determination of any kind; the concise results of such an investigation.",DXCURREN,1. Current Diagnosis,1
Heart Condition,A hollow organ located slightly to the left of the middle portion of the chest. It is composed of muscle and it is divided by a septum into two sides: the right side which receives de-oxygenated blood from the body and the left side which sends newly oxygenated blood to the body. Each side is composed of two chambers: the atrium (receiving blood) and ventricle (ejecting blood).,SurfaceHoles,,0
Right Sulcus Precentral-sup-part Thickness From Qdec,,lh_S_pericallosal_volume,,0
Right Inferiortemporal Mean Cortical Thickness,,rh_(inferiortemporal)ThickAvg,,1
Right Sulcus Frontal Inferior Area From Qdec,,rh_S_front_inf_area,,1
Right Gyrus Occipital Middle Meancurv From Qdec,,lh_isthmuscingulate_thickness,Left_isthmuscingulate_thickness_from_Qdec_lh.aparc.thickness.stats_file,0
Right Putamen Volume,,Right_Putamen,,1
Right Parsopercularis Area,,rh_parsopercularis_area,,1
Right Gyrus Frontal Inf-Opercular Area From Qdec,,(G_front_inf-Opercular)SurfArea,,1
American National Reading Test (ANART),-,ANARTERR,ANART Total Score (Total # of errors),1
Left Caudal Anterior Cingulate Area,,rh_(lateraloccipital)MeanCurv,,0
Left Gyrus Temp Sup-Plan Polar Volume From Qdec,,REY_CC,Complex_picture_copy,0
Left Sulcus Interm Prim-Jensen Thickness From Qdec,,(S_precentral-sup-part)MeanCurv,,0
Left Sulcus Frontal Middle Thickness From Qdec,,lh_S_front_middle_thickness,Left_sulcus_frontal_middle_thickness_from_Qdec_lh.aparc.a2009s.thickness_file-FreeSurfer(v5.3),1
Left Gyrus Occipital Middle Area From Qdec,,rh_S_suborbital_volume,Right_sulcus_suborbital_volume_from_Qdec_rh.aparc.a2009s.volume_file-FreeSurfer(v5.3),0
White-matter-Right-parsorbitalis-from Qdec Wmparc,White-matter-Right-parsorbitalis-from_Qdec_wmparc.volume.stats_file,wm-rh-parsorbitalis,,1
Left Lateral Ventricle Volume,,lh_middletemporal_thickness,,0
Right Caudate Volume,,(G_and_S_frontomargin)ThickAvg,,0
Right Sulcus Central Thickness From Qdec,,rh_S_central_thickness,Right_sulcus_central_thickness_from_Qdec_rh.aparc.a2009s.thickness_file,1
Left Superior Parietal Gray Matter Volume,,rh_inferiorparietal_area,Right_inferiorparietal_area_from_Qdec_rh.aparc.area_file,0
Left Isthmus Cingulate Area,,lh_G_temp_sup-Lateral_area,Left_gyrus_temp_sup-Lateral_area_from_Qdec_lh.aparc.a2009s.area.stats_file,0
Left Gyrus Orbital Thickness From Qdec,,lh_S_oc_sup_and_transversal_thickness,Left_sulcus_oc_sup_and_transversal_thickness_from_Qdec_lh.aparc.a2009s.thickness_file-FreeSurfer(v5.3),0
Left Sulcus Postcentral Thickness From Qdec,,lh_S_postcentral_thickness,Left_sulcus_postcentral_thickness_from_Qdec_lh.aparc.a2009s.thickness_file,1
Month of Birth,The month in which a person was born.,PTDOBMM,,1
Right Gyrus And Sulcus Transv Frontopol Volume From Qdec,,rh_G_and_S_transv_frontopol_volume,Right_gyrus_and_sulcus_transv_frontopol_volume_from_Qdec_rh.aparc.a2009s.volume_file-FreeSurfer(v5.3),1
Right Parasubiculum Volume,Right_parasubiculum,rh_inferiorparietal_volume,,0
White-matter-Right-lateraloccipital-from Qdec Wmparc,,wm-rh-lateraloccipital,White-matter-Right-lateraloccipital-from_Qdec_wmparc.volume.stats_file-FreeSurfer(v5.3),1
Right Inferior Temporal Gray Matter Volume,,ST91CV,Cortical Volume (aparc.stats) of RightInferiorTemporal,1
Right Superior Temporal Area,,rh_superiortemporal_area,Right_superiortemporal_area_from_Qdec_rh.aparc.area_file,1
Left Gyrus Rectus Meancurv From Qdec,,(G_rectus)MeanCurv,,1
Right Sulcus Parieto Occipital Meancurv From Qdec,,rh_S_parieto_occipital_meancurv,Right_sulcus_parieto_occipital_meancurv_from_Qdec_rh.aparc.a2009s.meancurv_file,1
Left Gyrus Occipital Sup Area From Qdec,,Comorbidities,Comorbidities,0
Right Pole Occipital Thickness From Qdec,,wm-lh-supramarginal,,0
Right Sulcus Circular Insula Sup Thickness From Qdec,,(S_circular_insula_sup)ThickAvg,,1
A-beta 1-42 in CSF,The determination of the amount of the 1-42 amino acid beta amyloid protein isoform present in a sample.,ABETA,,1
White-matter-Right-parstriangularis-from Qdec Wmparc,White-matter-Right-parstriangularis-from_Qdec_wmparc.volume.stats_file,wm-rh-parstriangularis,White-matter-Right-parstriangularis-from_Qdec_wmparc.volume.stats_file,1
White-matter-Right-rostralanteriorcingulate-from Qdec Wmparc,White-matter-Right-rostralanteriorcingulate-from_Qdec_wmparc.volume.stats_file,(G_postcentral)GrayVol,,0
Right Pars Triangularis Mean Cortical Thickness,,rh_parstriangularis_thickness,,1
Cortical Gray Matter Volume,,YOB,year_of_born,0
Right Gyrus Oc-temp Med-Lingual Area From Qdec,,(G_oc-temp_med-Lingual)SurfArea,,1
Right Sulcus Frontal Middle Area From Qdec,,lh_temporalpole_thickness,Left_temporalpole_thickness_from_Qdec_lh.aparc.thickness.stats_file,0
Right Rostral Middle Frontal Gray Matter Volume,,rh_(rostralmiddlefrontal)GrayVol,,1
Schizophrenia,"A major psychotic disorder characterized by abnormalities in the perception or expression of reality. It affects the cognitive and psychomotor functions. Common clinical signs and symptoms include delusions, hallucinations, disorganized thinking, and retreat from reality.",Demographic.Ever been diagnosed with Schizophrenia or Schizoaffective Disorder,Schizophrenia Diagnosis,1
Right Gyrus Precuneus Volume From Qdec,,(G_oc-temp_med-Parahip)SurfArea,,0
White-matter-left-superiorfrontal-from Qdec Wmparc,,lh_S_calcarine_meancurv,Left_sulcus_calcarine_meancurv_from_Qdec_lh.aparc.a2009s.meancurv_file-FreeSurfer(v5.3),0
Left Hippocampus Volume,,(Left-Hippocampus)Volume_mm3,,1
White-matter-Right-posteriorcingulate-from Qdec Wmparc,White-matter-Right-posteriorcingulate-from_Qdec_wmparc.volume.stats_file,(S_orbital_med-olfact)ThickAvg,,0
Left Sulcus Subparietal Meancurv From Qdec,,(S_subparietal)MeanCurv,,1
Right Gyrus Temp Sup-Plan Tempo Volume From Qdec,,rh_S_orbital_med-olfact_volume,Right_sulcus_orbital_med-olfact_volume_from_Qdec_rh.aparc.a2009s.volume_file,0
Mother Age Onset,,age_at_diagnosis,,1
