var_1,description_1,var_2,description_2,label
MaskVol-to-eTIV From Qdec Aseg,,NACCMMSE,,0
Left Rostral Anterior Cingulate Mean Cortical Thickness,,LROSANCM,,1
Left Sulcus Intrapariet And P Trans Thickness From Qdec,,lh_G_and_S_subcentral_thickness,Left_gyrus_and_sulcus_subcentral_thickness_from_Qdec_lh.aparc.a2009s.thickness_file,0
Left Entorhinal Area,,lh_entorhinal_area,Left_entorightinal_area_from_Qdec_lh.aparc.area_file,1
Right Medial Orbitofrontal Grey Matter Volume,,lh_G_pariet_inf-Supramar_volume,Left_gyrus_pariet_inf-Supramar_volume_from_Qdec_lh.aparc.a2009s.volume_file-FreeSurfer(v5.3),0
Right Subiculum Volume,Right_subiculum,rh_(parsopercularis)ThickAvg,,0
Left Gyrus Ins Lg And Sulcus Cent Ins Meancurv From Qdec,,lh_G_Ins_lg_and_S_cent_ins_meancurv,Left_gyrus_Ins_lg_and_sulcus_cent_ins_meancurv_from_Qdec_lh.aparc.a2009s.meancurv_file-FreeSurfer(v5.3),1
Right Gyrus Occipital Middle Meancurv From Qdec,,(G_and_S_occipital_inf)ThickAvg,,0
Left Inferiortemporal Meancurv From Qdec,,(G_orbital)SurfArea,,0
Fourth Ventricle Volume,,ST9SV,Subcortical Volume (aseg.stats) of FourthVentricle,1
Right Cerebellum White Matter Volume,,lh_posteriorcingulate_thickness,Left_posteriorcingulate_thickness_from_Qdec_lh.aparc.thickness.stats_file,0
Right Gyrus Oc-temp Med-Lingual Volume From Qdec,,rh_G_oc-temp_med-Lingual_volume,Right_gyrus_oc-temp_med-Lingual_volume_from_Qdec_rh.aparc.a2009s.volume_file,1
Left Gyrus Oc-temp Med-Parahip Volume From Qdec,,lh_G_oc-temp_med-Parahip_volume,,1
Left Cortical White Matter Volume From Qdec,Left cortical white matter volume,lhCorticalWhiteMatterVol,LeftCorticalWhiteMatterVol_from_Qdec_aseg.volume.stats_file,1
Mini-Mental State Examination (MMSE),Mini-Mental State Examination (MMSE) Total score.,cts_mmse30,,1
Hearing,"The auditory faculty, the perception of sound by the ear.",(S_central)MeanCurv,,0
Right Gyrus Cingul-Post-dorsal Area From Qdec,,rh_G_cingul-Post-dorsal_area,Right_gyrus_cingul-Post-dorsal_area_from_Qdec_rh.aparc.a2009s.area.stats_file-FreeSurfer(v5.3),1
CC Central From Qdec Aseg,,wm-lh-inferiorparietal,White-matter-left-inferiorparietal-from_Qdec_wmparc.volume.stats_file-FreeSurfer(v5.3),0
White-matter-left-insula-from Qdec Wmparc,,Diagnosis,,0
Cancer,"A tumor composed of atypical neoplastic, often pleomorphic cells that invade other tissues. Malignant neoplasms often metastasize to distant anatomic sites and may recur after excision. The most common malignant neoplasms are carcinomas (adenocarcinomas or squamous cell carcinomas), Hodgkin and non-Hodgkin lymphomas, leukemias, melanomas, and sarcomas.",lh_Pole_occipital_volume,,0
Alcohol,"Consumption of liquids containing ethanol, including the behaviors associated with drinking the alcohol.",Medical History.Ever have an alcoholic drink,Ever had an alcoholic drink?,1
Right Gyrus Cingul-Post-ventral Meancurv From Qdec,,CC_Mid_Posterior,,0
Right Sulcus Precentral-sup-part Area From Qdec,,rh_G_occipital_sup_meancurv,Right_gyrus_occipital_sup_meancurv_from_Qdec_rh.aparc.a2009s.meancurv_file,0
Left Caudal Middle Frontal Mean Cortical Thickness,,LCMFM,,1
Left Gyrus Temp Sup-Plan Polar Area From Qdec,,ST54CV,Cortical Volume (aparc.stats) of LeftRostralAnteriorCingulate,0
Left Accumbens Area Volume,,lh_inferiortemporal_volume,Left_inferiortemporal_volume_from_Qdec_lh.aparc.volume.stats_file-FreeSurfer(v5.3),0
Left Sulcus Orbital Lateral Thickness From Qdec,,lh_S_temporal_transverse_area,Left_sulcus_temporal_transverse_area_from_Qdec_lh.aparc.a2009s.area.stats_file,0
Schizophrenia,"A major psychotic disorder characterized by abnormalities in the perception or expression of reality. It affects the cognitive and psychomotor functions. Common clinical signs and symptoms include delusions, hallucinations, disorganized thinking, and retreat from reality.",wm-lh-rostralanteriorcingulate,White-matter-left-rostralanteriorcingulate-from_Qdec_wmparc.volume.stats_file-FreeSurfer(v5.3),0
Right Sulcus Intrapariet And P Trans Volume From Qdec,,lh_(insula)SurfArea,,0
Right Paracentral Area,,lh_G_rectus_thickness,Left_gyrus_rectus_thickness_from_Qdec_lh.aparc.a2009s.thickness_file-FreeSurfer(v5.3),0
Right Lingual Area,,ST97SA,Surface Area (aparc.stats) of RightLingual,1
Left Gyrus Postcentral Volume From Qdec,,lhSurfaceHoles,,0
Left Gyrus Parietal Sup Area From Qdec,,lh_G_parietal_sup_area,Left_gyrus_parietal_sup_area_from_Qdec_lh.aparc.a2009s.area.stats_file,1
Right Gyrus Rectus Meancurv From Qdec,,lrprgv,,0
PiB PET,Pittsburgh Compound-B Positron Emission Tomography,lh_isthmuscingulate_area,Left_isthmuscingulate_area_from_Qdec_lh.aparc.area_file,0
Right Rostral Anterior Cingulate Gray Matter Volume,,rh_rostralanteriorcingulate_volume,Right_rostralanteriorcingulate_volume_from_Qdec_rh.aparc.volume.stats_file,1
Left Isthmus Cingulate Mean Cortical Thickness,,ST97SA,Surface Area (aparc.stats) of RightLingual,0
Verbal fluency tests (Phonemic) ,A test that measures the verbal fluency of an individual. This tool measures both semantic fluency and phonetic fluency.,lh_G_cuneus_meancurv,Left_gyrus_cuneus_meancurv_from_Qdec_lh.aparc.a2009s.meancurv_file,0
High Blood Pressure,Blood pressure that is abnormally high.,Diastolic_blood_pressure,Diastolic Blood Pressure,1
Right Gyrus Temporal Inferior Area From Qdec,,rh_G_temporal_inf_area,Right_gyrus_temporal_inferior_area_from_Qdec_rh.aparc.a2009s.area.stats_file,1
Right Gyrus Frontal Inf-Opercular Meancurv From Qdec,,ST99SA,Surface Area (aparc.stats) of RightMiddleTemporal,0
Left Par Sopercularis Area,,rh_S_pericallosal_meancurv,Right_sulcus_pericallosal_meancurv_from_Qdec_rh.aparc.a2009s.meancurv_file-FreeSurfer(v5.3),0
Left Banks Of The Superior Temoral Sulcus Cortical Area,,(S_front_inf)ThickAvg,,0
Left Gyrus Temporal Middle Thickness From Qdec,,lh_G_temporal_middle_thickness,,1
Right Parsopercularis Meancurv From Qdec,,rh_(parsopercularis)MeanCurv,,1
Right Isthmus Cingulate Mean Cortical Thickness,,rh_isthmuscingulate_thickness,Right_isthmuscingulate_thickness_from_Qdec_rh.aparc.thickness.stats_file,1
Left Rostralmiddlefrontal Meancurv From Qdec,,lh_(rostralmiddlefrontal)MeanCurv,,1
Right Sulcus Postcentral Thickness From Qdec,,(S_postcentral)ThickAvg,,1
Left Sulcus Parieto Occipital Meancurv From Qdec,,lh_parsopercularis_meancurv,Left_parsopercularis_meancurv_from_Qdec_lh.aparc.meancurv_file,0
APOE Allele 2,"Human APOE*4 allele is located in the vicinity of 19q13.2 and is approximately 4 kb in length. This allele, which encodes apolipoprotein E4, plays a role in triglyceride metabolism. The allele is associated with increased occurrence of both Alzheimer disease and coronary artery disease.",APOE,Apolipoprotein_e_genotype,1
Right Gyrus Cuneus Volume From Qdec,,rh_G_cuneus_volume,Right_gyrus_cuneus_volume_from_Qdec_rh.aparc.a2009s.volume_file-FreeSurfer(v5.3),1
Left Sulcus Precentral-sup-part Volume From Qdec,,lh_S_precentral-sup-part_volume,,1
Left Gyrus Temporal Middle Area From Qdec,,lh_G_temporal_middle_area,Left_gyrus_temporal_middle_area_from_Qdec_lh.aparc.a2009s.area.stats_file,1
Left Sulcus Oc Middle And Lunatus Meancurv From Qdec,,HEARING,,0
Left Rostral Anterior Cingulate Gray Matter Volume,,ST54CV,Cortical Volume (aparc.stats) of LeftRostralAnteriorCingulate,1
Right Cerebellum Gray Matter Volume,,(Right-Cerebellum-Cortex)Volume_mm3,,1
Left Lat Fis-post Thickness From Qdec,,lh_Lat_Fis-post_thickness,,1
Left Gyrus And Sulcus Transv Frontopol Area From Qdec,,lh_G_and_S_transv_frontopol_area,Left_gyrus_and_sulcus_transv_frontopol_area_from_Qdec_lh.aparc.a2009s.area.stats_file-FreeSurfer(v5.3),1
Right Sulcus Suborbital Thickness From Qdec,,(S_suborbital)ThickAvg,,1
Left Pericalcarine Area,,lh_pericalcarine_area,Left_pericalcarine_area_from_Qdec_lh.aparc.area_file-FreeSurfer(v5.3),1
Left Parahippocampal Gray Matter Volume,,lh_parahippocampal_volume,,1
Right Sulcus Interm Prim-Jensen Volume From Qdec,,rh_S_interm_prim-Jensen_volume,Right_sulcus_interm_prim-Jensen_volume_from_Qdec_rh.aparc.a2009s.volume_file,1
Left Medialorbitofrontal Area,,APOE,Apolipoprotein_E_genotype,0
Hearing,"The auditory faculty, the perception of sound by the ear.",ears_nose_throat_results,,1
Left Entorightinal Mean Cortical Thickness,,lh_G_temporal_middle_thickness,Left_gyrus_temporal_middle_thickness_from_Qdec_lh.aparc.a2009s.thickness_file-FreeSurfer(v5.3),0
Left Sulcus Circular Insula Inferior Area From Qdec,,llprecv,,0
Right Gyrus Orbital Thickness From Qdec,,rh_G_temp_sup-Plan_tempo_meancurv,,0
Right Sulcus Cingul-Marginalis Thickness From Qdec,,rh_S_cingul-Marginalis_thickness,Right_sulcus_cingul-Marginalis_thickness_from_Qdec_rh.aparc.a2009s.thickness_file,1
Left Sulcus Oc Sup And Transversal Meancurv From Qdec,,(S_oc_sup_and_transversal)MeanCurv,,1
Left Gyrus Frontal Inf-Orbital Thickness From Qdec,,lh_G_front_inf-Orbital_thickness,,1
Left Sulcus Intrapariet And P Trans Thickness From Qdec,,lh_S_circular_insula_sup_area,,0
Left Gyrus And Sulcus Paracentral Meancurv From Qdec,,Demographic.Ever been diagnosed with Schizophrenia or Schizoaffective Disorder,Schizophrenia Diagnosis,0
Left Gyrus Frontal Inf-Orbital Volume From Qdec,,lh_G_and_S_subcentral_meancurv,Left_gyrus_and_sulcus_subcentral_meancurv_from_Qdec_lh.aparc.a2009s.meancurv_file-FreeSurfer(v5.3),0
White-matter-left-temporalpole-from Qdec Wmparc,,lhCortexVol,LeftCortexVol_from_Qdec_aseg.volume.stats_file,0
Left Gyrus And Sulcus Cingul-Ant Area From Qdec,,lh_G_pariet_inf-Supramar_thickness,,0
Left Inferior Parietal Gray Matter Volume,,lh_G_cuneus_meancurv,Left_gyrus_cuneus_meancurv_from_Qdec_lh.aparc.a2009s.meancurv_file-FreeSurfer(v5.3),0
Left Gyrus Occipital Sup Thickness From Qdec,,lh_G_occipital_sup_thickness,Left_gyrus_occipital_sup_thickness_from_Qdec_lh.aparc.a2009s.thickness_file,1
White-matter-left-middletemporal-from Qdec Wmparc,,wm-lh-middletemporal,White-matter-left-middletemporal-from_Qdec_wmparc.volume.stats_file-FreeSurfer(v5.3),1
Left Sulcus Subparietal Volume From Qdec,,rh_Lat_Fis-ant-Horizont_meancurv,Right_Lat_Fis-ant-Horizont_meancurv_from_Qdec_rh.aparc.a2009s.meancurv_file,0
Left Gyrus Frontal Sup Area From Qdec,,rh_G_Ins_lg_and_S_cent_ins_area,Right_gyrus_Ins_lg_and_sulcus_cent_ins_area_from_Qdec_rh.aparc.a2009s.area.stats_file,0
Left Insula Meancurv From Qdec,,rh_G_temporal_middle_area,Right_gyrus_temporal_middle_area_from_Qdec_rh.aparc.a2009s.area.stats_file,0
Right Postcentral Grey Matter Volume,,rh_postcentral_volume,Right_postcentral_volume_from_Qdec_rh.aparc.volume.stats_file,1
Heart Condition,A hollow organ located slightly to the left of the middle portion of the chest. It is composed of muscle and it is divided by a septum into two sides: the right side which receives de-oxygenated blood from the body and the left side which sends newly oxygenated blood to the body. Each side is composed of two chambers: the atrium (receiving blood) and ventricle (ejecting blood).,CVCHF,,1
Left Precentral Mean Cortical Thickness,,LPRECENM,,1
Clinical Dementia Rating (CDR),"A standardized rating scale developed by John C. Morris in 1997 to evaluate the severity of an individual's cognitive impairment. This instrument contains 6 areas which include memory, orientation, judgment and problem solving, community affairs, home and hobbies, and personal care. Each item is rated on a scale from 0 to 3 with 0 being none and 3 being severe.",CDR_Total,,1
Left Pole Temporal Meancurv From Qdec,,(Pole_temporal)MeanCurv,,1
Right Pars Orbitalis Gray Matter Volume,,rh_(parsorbitalis)GrayVol,,1
Rey Auditory Verbal Learning Test - Delayed,"A standardized rating scale modified from A. Rey in 1964 and Ceffen et al in 1994, which is used to evaluate verbal learning and memory abilities in both children and adults. The questionnaire contains 36 items and assesses overall memory performance, immediate span of memory for words, acquisition rate, interference effects, and recognition.",lh_G_temporal_middle_area,Left_gyrus_temporal_middle_area_from_Qdec_lh.aparc.a2009s.area.stats_file-FreeSurfer(v5.3),0
Left Gyrus Temporal Inferior Thickness From Qdec,,APOEGN,ApoE4 Genotype,0
Left Sulcus Interm Prim-Jensen Meancurv From Qdec,,lh_S_interm_prim-Jensen_meancurv,,1
Right Fimbria Volume,Right_fimbria,LeftInferiortemporal,Volume of left inferior temporal,0
Left Medial Orbitofrontal Mean Cortical Thickness,,rh_rostralmiddlefrontal_volume,Right_rostralmiddlefrontal_volume_from_Qdec_rh.aparc.volume.stats_file-FreeSurfer(v5.3),0
Left Sulcus Collat Transv Posterior Volume From Qdec,,rh_G_insular_short_area,Right_gyrus_insular_short_area_from_Qdec_rh.aparc.a2009s.area.stats_file,0
Cortical Gray Matter Volume,,Image.MR.CorticalGM.Vol.ICVCorr,Volume Grey Matter (ml),1
Third Ventricle Volume,,lrcbev,,0
Right Gyrus And Sulcus Transv Frontopol Area From Qdec,,rh_(parahippocampal)ThickAvg,,0
Right Sulcus Cingul-Marginalis Thickness From Qdec,,rh_S_cingul-Marginalis_thickness,Right_sulcus_cingul-Marginalis_thickness_from_Qdec_rh.aparc.a2009s.thickness_file-FreeSurfer(v5.3),1
Left Gyrus Oc-temp Lat-fusifor Thickness From Qdec,,(G_oc-temp_lat-fusifor)ThickAvg,,1
Left Sulcus Oc Middle And Lunatus Thickness From Qdec,,PETOCCSX,PET-hypoperfusion:-occipital_left,0
Right Sulcus Temporal Transverse Volume From Qdec,,lrttgv,,1
Left Parahippocampal Gray Matter Volume,,ST44CV,Cortical Volume (aparc.stats) of LeftParahippocampal,1
Left Sulcus Oc-temp Lat Meancurv From Qdec,,lh_S_oc-temp_lat_meancurv,Left_sulcus_oc-temp_lat_meancurv_from_Qdec_lh.aparc.a2009s.meancurv_file,1
Left Thalamus Volume,,rh_S_circular_insula_inf_thickness,Right_sulcus_circular_insula_inferior_thickness_from_Qdec_rh.aparc.a2009s.thickness_file,0
Right Inferior Lateral Ventricle Volume,,Right-Inf-Lat-Vent,Right-Inf-Lat-Vent_from_Qdec_aseg.volume.stats_file-FreeSurfer(v5.3),1
Right Gyrus Temp Sup-Plan Tempo Area From Qdec,,rh_G_temp_sup-Plan_tempo_area,Right_gyrus_temp_sup-Plan_tempo_area_from_Qdec_rh.aparc.a2009s.area.stats_file-FreeSurfer(v5.3),1
Left Gyrus Occipital Sup Area From Qdec,,lh_G_occipital_sup_area,,1
Right Superior Frontal Area,,rh_(posteriorcingulate)SurfArea,,0
Right Paracentral Mean Cortical Thickness,,rh_(lateraloccipital)MeanCurv,,0
Left Gyrus Temporal Middle Area From Qdec,,lh_G_temporal_middle_area,Left_gyrus_temporal_middle_area_from_Qdec_lh.aparc.a2009s.area.stats_file-FreeSurfer(v5.3),1
Right Cortical White Matter Volume,,rh_S_circular_insula_inf_volume,Right_sulcus_circular_insula_inferior_volume_from_Qdec_rh.aparc.a2009s.volume_file,0
Right Gyrus And Sulcus Frontomargin Meancurv From Qdec,,rh_G_and_S_frontomargin_meancurv,Right_gyrus_and_sulcus_frontomargin_meancurv_from_Qdec_rh.aparc.a2009s.meancurv_file,1
Left Sulcus Circular Insula Anterior Meancurv From Qdec,,lh_S_circular_insula_ant_meancurv,,1
Right Sulcus Oc-temp Med And Lingual Meancurv From Qdec,,(S_oc-temp_med_and_Lingual)MeanCurv,,1
Left Parstriangularis Meancurv From Qdec,,(S_circular_insula_ant)GrayVol,,0
Left Rostralanteriorcingulate Meancurv From Qdec,,rh_G_insular_short_volume,Right_gyrus_insular_short_volume_from_Qdec_rh.aparc.a2009s.volume_file-FreeSurfer(v5.3),0
Right Sulcus Pericallosal Area From Qdec,,rh_S_pericallosal_area,,1
Left Postcentral Area,,lh_postcentral_area,Left_postcentral_area_from_Qdec_lh.aparc.area_file-FreeSurfer(v5.3),1
Right Gyrus And Sulcus Subcentral Area From Qdec,,rh_S_circular_insula_sup_thickness,,0
Right Superior Parietal Gray Matter Volume,,wm-rh-entorhinal,White-matter-Right-entorightinal-from_Qdec_wmparc.volume.stats_file,0
Left Fusiform Mean Cortical Thickness,,lh_fusiform_thickness,,1
Clinical Dementia Rating (CDR),"A standardized rating scale developed by John C. Morris in 1997 to evaluate the severity of an individual's cognitive impairment. This instrument contains 6 areas which include memory, orientation, judgment and problem solving, community affairs, home and hobbies, and personal care. Each item is rated on a scale from 0 to 3 with 0 being none and 3 being severe.",CDR_Global,Clinical Dementia Rating Scale Global score,1
White-matter-Right-parahippocampal-from Qdec Wmparc,,lh_G_cuneus_meancurv,,0
Right Sulcus Suborbital Thickness From Qdec,,CDGLOBAL,Global CDR (system populated),0
Right Sulcus Frontal Inferior Thickness From Qdec,,rh_S_front_inf_thickness,Right_sulcus_frontal_inferior_thickness_from_Qdec_rh.aparc.a2009s.thickness_file-FreeSurfer(v5.3),1
Right Gyrus Frontal Inf-Triangul Area From Qdec,,rh_S_orbital-H_Shaped_thickness,,0
Left Gyrus Temp Sup-Plan Tempo Area From Qdec,,lh_G_temp_sup-Plan_tempo_area,,1
Right Entorightinal Mean Cortical Thickness,,lh_parahippocampal_thickness,Left_parahippocampal_thickness_from_Qdec_lh.aparc.thickness.stats_file,0
Left Sulcus Suborbital Area From Qdec,,(Left-Amygdala)Volume_mm3,,0
Right Rostralanteriorcingulate Meancurv From Qdec,,(S_oc-temp_med_and_Lingual)SurfArea,,0
Right Supramarginal Area,,rh_parsopercularis_volume,Right_parsopercularis_volume_from_Qdec_rh.aparc.volume.stats_file-FreeSurfer(v5.3),0
Left Gyrus And Sulcus Frontomargin Area From Qdec,,lh_G_and_S_frontomargin_area,Left_gyrus_and_sulcus_frontomargin_area_from_Qdec_lh.aparc.a2009s.area.stats_file,1
Right Caudate Volume,,ST75SV,Subcortical Volume (aseg.stats) of RightCaudate,1
Right Pole Occipital Meancurv From Qdec,,(Pole_occipital)MeanCurv,,1
Race,A geographic ancestral origin category that is assigned to a population group based mainly on physical characteristics that are thought to be distinct and inherent.,PTRACCAT,,1
Left Caudal Anterior Cingulate Cortical Mean,,lh_S_precentral-sup-part_meancurv,Left_sulcus_precentral-sup-part_meancurv_from_Qdec_lh.aparc.a2009s.meancurv_file-FreeSurfer(v5.3),0
Right Banks Of The Superior Temoral Sulcus Thickness,,ST72TA,Thickness Average (aparc.stats) of RightBankssts,1
Right Medialorbitofrontal Area,,rh_G_insular_short_area,Right_gyrus_insular_short_area_from_Qdec_rh.aparc.a2009s.area.stats_file-FreeSurfer(v5.3),0
Right Precentral Mean Cortical Thickness,,rh_isthmuscingulate_thickness,Right_isthmuscingulate_thickness_from_Qdec_rh.aparc.thickness.stats_file,0
Hypoacusis,"Partial or complete loss of the ability to detect or understand sounds resulting from damage to the outer, middle, or inner ear structures. Causes include exposure to loud noise, ear infections, injuries to the Partial or complete loss of the ability to detect or understand sounds resulting from damage to the outer, middle, or inner ear structures. Causes include exposure to loud noise, ear infections, injuries to the ear, genetic, and congenital disorders.",ears_nose_throat_results,,1
Neurogranin (NRGN) in CSF,A neurogranin that is encoded in the genome of human.,NGRN,,1
Left Caudal Middle Frontal Gray Matter Volume,,lh_(caudalmiddlefrontal)GrayVol,,1
pTau in CSF,,cdt,Clock_drawing_test:_Total_score,0
SNAP-25 in CSF,"Synaptosomal-associated protein 25 (206 aa, ~23 kDa) is encoded by the human SNAP25 gene. This protein plays a role in vesicular transport.",lh_parsopercularis_meancurv,Left_parsopercularis_meancurv_from_Qdec_lh.aparc.meancurv_file,0
Verbal fluency tests (Phonemic) ,A test that measures the verbal fluency of an individual. This tool measures both semantic fluency and phonetic fluency.,phon_fluency,Total_number_of_words(s-phone)_pronunced_in_one_minute,1
Right Caudal Anterior Cingulate Mean Cortical Thickness,,rh_caudalanteriorcingulate_thickness,Right_caudalanteriorcingulate_thickness_from_Qdec_rh.aparc.thickness.stats_file,1
Race,A geographic ancestral origin category that is assigned to a population group based mainly on physical characteristics that are thought to be distinct and inherent.,race,,1
BrainSegVol-to-eTIV From Qdec Aseg,,ST97TA,Thickness Average (aparc.stats) of RightLingual,0
Left Gyrus Cingul-Post-ventral Meancurv From Qdec,,ST45SA,Surface Area (aparc.stats) of LeftParsOpercularis,0
Right Parsorbitalis Mean Cortical Thickness,,rh_precentral_volume,,0
Right Sulcus Pericallosal Meancurv From Qdec,,(S_pericallosal)MeanCurv,,1
Left GC-ML-DG Volume,Left_GC-ML-DG,lh_(caudalmiddlefrontal)SurfArea,,0
White-matter-Right-transversetemporal-from Qdec Wmparc,White-matter-Right-transversetemporal-from_Qdec_wmparc.volume.stats_file,wm-rh-transversetemporal,White-matter-Right-transversetemporal-from_Qdec_wmparc.volume.stats_file-FreeSurfer(v5.3),1
SurfaceHoles From Qdec Aseg,,rh_(transversetemporal)SurfArea,,0
Left Sulcus Oc-temp Lat Area From Qdec,,lh_G_precuneus_meancurv,Left_gyrus_precuneus_meancurv_from_Qdec_lh.aparc.a2009s.meancurv_file,0
Left Supramarginal Meancurv From Qdec,,lh_supramarginal_meancurv,Left_supramarginal_meancurv_from_Qdec_lh.aparc.meancurv_file-FreeSurfer(v5.3),1
Left Sulcus Temporal Sup Volume From Qdec,,lh_S_temporal_sup_volume,Left_sulcus_temporal_sup_volume_from_Qdec_lh.aparc.a2009s.volume_file,1
Right Cerebellum White Matter Volume,,RightCerebellarWhiteMatter,Volume of right cerebellar white matter,1
Right Entorightinal Meancurv From Qdec,,rh_(entorhinal)MeanCurv,,1
Right Gyrus Insular Short Area From Qdec,,rh_(isthmuscingulate)GrayVol,,0
Right Gyrus Precentral Thickness From Qdec,,lh_insula_area,Left_insula_area_from_Qdec_lh.aparc.area_file,0
White-matter-Right-postcentral-from Qdec Wmparc,White-matter-Right-postcentral-from_Qdec_wmparc.volume.stats_file,lh_G_temporal_inf_area,Left_gyrus_temporal_inferior_area_from_Qdec_lh.aparc.a2009s.area.stats_file-FreeSurfer(v5.3),0
Verbal fluency tests (Semantic) Animal,A test that measures the verbal fluency of an individual. This tool measures both semantic fluency and phonetic fluency.,sem_flu,Total_number_of_semantic_items(animals)_pronunced_in_one_minute,1
SurfaceHoles From Qdec Aseg,,lh_middletemporal_meancurv,,0
Left Sulcus Suborbital Volume From Qdec,,EDUC,,0
Left Cuneus Volume Gray Matter,,lh_cuneus_volume,,1
Right Parstriangularis Area,,rh_(parstriangularis)SurfArea,,1
Age,How long something has existed; elapsed time since birth.,Demographic.YearMonthOfBirth,Participant year and month of birth (YYYYMM).,1
A-beta 1-40 in Plasma,The determination of the amount of amyloid beta protein which is composed of peptides 1 to 40 in a sample.,lh_S_oc_sup_and_transversal_volume,,0
Right Sulcus Calcarine Volume,,rh_(isthmuscingulate)SurfArea,,0
American National Reading Test (ANART),-,ANARTERR,ANART Total Score (Total # of errors),1
Right Superior Parietal Gray Matter Volume,,Left-VentralDC,,0
Left Amygdala Volume,,rh_S_temporal_inf_meancurv,Right_sulcus_temporal_inferior_meancurv_from_Qdec_rh.aparc.a2009s.meancurv_file-FreeSurfer(v5.3),0
Left Gyrus Frontal Inf-Opercular Area From Qdec,,rh_G_front_sup_thickness,Right_gyrus_frontal_sup_thickness_from_Qdec_rh.aparc.a2009s.thickness_file,0
Left Lateral Ventricle Volume,,left_fimbria,Left_fimbria,0
Left Sulcus Central Area From Qdec,,lh_S_central_area,,1
White-matter-left-postcentral-from Qdec Wmparc,,No total score.,,0
Right Gyrus Insular Short Thickness From Qdec,,wm-lh-supramarginal,,0
Right Precentral Mean Cortical Thickness,,lh_G_temp_sup-Plan_polar_thickness,,0
Ethnicity,A social group characterized by a distinctive social and cultural tradition that is maintained from generation to generation. Members share a common history and origin and a sense of identification with the group. They have similar and distinctive features in their lifestyle habits and shared experiences. They often have a common genetic heritage which may be reflected in their experience of health and disease.,rh_paracentral_meancurv,,0
Right Temporalpole Meancurv From Qdec,,lh_superiorfrontal_meancurv,,0
Right Lateralorbitofrontal Area,,ST95SA,Surface Area (aparc.stats) of RightLateralOrbitofrontal,1
Right Inferior Lateral Ventricle Volume,,(Right-Inf-Lat-Vent)Volume_mm3,,1
Hospital Anxiety and Depression Scale (HADs) (Depression),Hospital Anxiety and Depression Scale (HADS) Total score depression.,rh_(parsorbitalis)ThickAvg,,0
Right White Matter Hypointensities Volume,,lh_G_temporal_inf_meancurv,Left_gyrus_temporal_inferior_meancurv_from_Qdec_lh.aparc.a2009s.meancurv_file,0
Right Sulcus Subparietal Meancurv From Qdec,,rh_postcentral_thickness,Right_postcentral_thickness_from_Qdec_rh.aparc.thickness.stats_file,0
Left Fusiform Mean Cortical Thickness,,lh_precuneus_thickness,,0
Right Pallidum Volume,,Right-Pallidum,,1
Left Gyrus Frontal Inf-Triangul Area From Qdec,,lh_G_front_inf-Triangul_area,Left_gyrus_frontal_inf-Triangul_area_from_Qdec_lh.aparc.a2009s.area.stats_file,1
Left Sulcus Temporal Transverse Thickness From Qdec,,rh_G_and_S_cingul-Mid-Post_area,Right_gyrus_and_sulcus_cingul-Mid-Post_area_from_Qdec_rh.aparc.a2009s.area.stats_file-FreeSurfer(v5.3),0
Right Sulcus Frontal Inferior Area From Qdec,,RightPallidum,Volume of right pallidum,0
Right Sulcus Orbital-H Shaped Area From Qdec,,wm-lh-parsorbitalis,White-matter-left-parsorbitalis-from_Qdec_wmparc.volume.stats_file-FreeSurfer(v5.3),0
Left Gyrus Occipital Middle Volume From Qdec,,llmoccgv,,1
Right Rostralanteriorcingulate Area,,rh_entorhinal_thickness,Right_entorightinal_thickness_from_Qdec_rh.aparc.thickness.stats_file,0
Right Pars Triangularis Mean Cortical Thickness,,lh_S_precentral-sup-part_meancurv,Left_sulcus_precentral-sup-part_meancurv_from_Qdec_lh.aparc.a2009s.meancurv_file,0
Left Sulcus Frontal Inferior Area From Qdec,,lh_S_occipital_ant_thickness,Left_sulcus_occipital_anterior_thickness_from_Qdec_lh.aparc.a2009s.thickness_file,0
Left Parsopercularis Meancurv From Qdec,,lh_(parsopercularis)MeanCurv,,1
Right Hippocampal Tail Volume,Right_Hippocampal_tail,right_Hippocampal_tail,Right_Hippocampal_tail,1
Left Posteriorcingulate Area,,Visit_label,Time point at which data were collected,0
Right Amygdala Volume,,lramyg,,1
Right Gyrus And Sulcus Cingul-Mid-Ant Meancurv From Qdec,,lh_S_precentral-sup-part_area,Left_sulcus_precentral-sup-part_area_from_Qdec_lh.aparc.a2009s.area.stats_file-FreeSurfer(v5.3),0
Right Cuneus Meancurv From Qdec,,PTHAND,3. Participant Handedness,0
Left Gyrus Frontal Inf-Triangul Area From Qdec,,lh_G_front_inf-Triangul_area,,1
Visit,The act of going to see some person or place or thing; it can cover a short or long period but refers to a non-permanent arrangement.,Collection,Collection 18 month timepoint.,1
Right Fusiform Meancurv From Qdec,,rh_fusiform_meancurv,Right_fusiform_meancurv_from_Qdec_rh.aparc.meancurv_file,1
Right Sulcus Calcarine Thickness From Qdec,,rh_S_calcarine_thickness,Right_sulcus_calcarine_thickness_from_Qdec_rh.aparc.a2009s.thickness_file-FreeSurfer(v5.3),1
PET-hypoperfusion: frontal left,,PETFROSX,PET-hypoperfusion:-frontal_left,1
Left Gyrus And Sulcus Occipital Inferior Meancurv From Qdec,,(S_orbital-H_Shaped)ThickAvg,,0
